allies,allies,allies,allies,allies,allies,allies,allies,axis,axis,axis,axis,axis,axis,axis,axis,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics
12873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41043.0,0.0,0.0,0.0,0.0,0.0,83.0,Canada   United Kingdom   Poland   United States   Belgium   Netherlands   France   Norway,Germany,"Canadian: 6,367 Total: 12,873","Roughly 10-12,000 41,043 captured",,Bernard Montgomery   Guy Simonds   Harry Crerar   Bertram Ramsay,Gustav-Adolf von Zangen,,"October 2 – November 8, 1944",Dutch Zeeland and northern Belgium51°25′N 4°10′E﻿ / ﻿51.417°N 4.167°E﻿ / 51.417; 4.167Coordinates: 51°25′N 4°10′E﻿ / ﻿51.417°N 4.167°E﻿ / 51.417; 4.167,Allied victory,,"60,000","90,000",Antwerp opened to Allied shipping,100.0,Battle of the Scheldt,Clearing the Channel Coast,,https://en.wikipedia.org/wiki/Battle_of_the_Scheldt,,,,,,51.417,4.167,1944-10-01,1944-11-01
1984.0,0.0,6854.0,0.0,0.0,0.0,0.0,0.0,1300.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,United Kingdom  Poland,Germany,"# Approx 1,984 killed 6,854 captured","# Approx 1,300 killed 2,000 wounded",,Roy Urquhart   Stanisław Sosabowski   John Frost   [POW],Walter Model   Wilhelm Bittrich,,"17–26 September 1944
(1 week and 2 days)","Gelderland, Netherlands51°58′49″N 5°54′01″E﻿ / ﻿51.98028°N 5.90028°E﻿ / 51.98028; 5.90028Coordinates: 51°58′49″N 5°54′01″E﻿ / ﻿51.98028°N 5.90028°E﻿ / 51.98028; 5.90028",German victory,,,,,100.0,Battle of Arnhem,Operation Market Garden,,https://en.wikipedia.org/wiki/Battle_of_Arnhem,,,,,,51.98028,5.90028,1944-09-01,1944-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,United States,Germany,"at least 2,851 (80th Division only)","at least 4,081 (3rd PG and 553rd VG Divisions)",,Manton S. Eddy,Heinrich Freiherr von Lüttwitz,,5–15 September 1944,48°41′36″N 06°11′04″E﻿ / ﻿48.69333°N 6.18444°E﻿ / 48.69333; 6.18444﻿ (Nancy)Coordinates: 48°41′36″N 06°11′04″E﻿ / ﻿48.69333°N 6.18444°E﻿ / 48.69333; 6.18444﻿ (Nancy)Lorraine,American victory,,3 divisions,2 divisions and 2 regiments,,100.0,Battle of Nancy,Lorraine Campaign,,https://en.wikipedia.org/wiki/Battle_of_Nancy_(1944),,,,,,48.69333,6.18444,1944-09-01,1944-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,United States,Germany,,,,George S. Patton,Otto von Knobelsdorff,,27 September – 13 December 1944,"Metz, France49°07′13″N 6°10′40″E﻿ / ﻿49.12028°N 6.17778°E﻿ / 49.12028; 6.17778Coordinates: 49°07′13″N 6°10′40″E﻿ / ﻿49.12028°N 6.17778°E﻿ / 49.12028; 6.17778",American tactical victoryGerman strategic victory,,,,The city which was occupied by the Germans passes into the hands of US,100.0,Battle of Metz,Lorraine Campaign,,https://en.wikipedia.org/wiki/Battle_of_Metz,,,,,,49.12028,6.17778,1944-09-01,1944-12-01
250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,Canada,Germany,250 killed wounded or captured,"700 killed, wounded or captured 20 AA guns captured 8 mortars captured",,J. David Stewart,Unknown,,"8–10 September 1944,","Moerbrugge, Belgium",Allied victory,,10th Canadian Infantry Brigade,Elements of  64th Infantry Division,,100.0,Battle of Moerbrugge,Western Front,September 1944,https://en.wikipedia.org/wiki/Battle_of_Moerbrugge,,,,,,,,1944-09-01,1944-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,United States,Germany,,,,Gerhard Wilck,"Henry G. Leonard, Jr .",,8 October 1944,"50°47′57.63″N 6°8′21.9″E﻿ / ﻿50.7993417°N 6.139417°E﻿ / 50.7993417; 6.139417Coordinates: 50°47′57.63″N 6°8′21.9″E﻿ / ﻿50.7993417°N 6.139417°E﻿ / 50.7993417; 6.139417Aachen, Germany",American victory,,,,,100.0,Battle of Crucifix Hill,Battle of Aachen,,https://en.wikipedia.org/wiki/Battle_of_Crucifix_Hill,,,,,,50.7993417,6.139417,1944-10-01,1944-10-01
1878.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,United Kingdom   United States,Germany,"1,878 men 3 aircraft 40 tanks",600 infantry unknown number of tanks,,Lashmer Whistler   Lindsay McDonald Sylvester,Kurt Student,,30 September – 18 October 1944,"Overloon, Netherlands",Allied victory,,2 divisions,1 division?,,100.0,Battle of Overloon,Western Front,September – October 1944,https://en.wikipedia.org/wiki/Battle_of_Overloon,,,,,,,,1944-09-01,1944-10-01
38500.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,United States   United Kingdom,Germany,"38,500 casualties [a] 340 tanks lost [2] [3]",casualties equal to the Allies [1],,Omar Bradley Courtney Hodges William Hood Simpson,Gerd von Rundstedt Gustav-Adolf von Zangen Erich Brandenberger,,16 November – 16 December 1944,"Rur valley and environs, Germany",German defensive victory[1],,1st Army   9th Army,7th Army   15th Army,,100.0,Operation Queen,Battle of Hürtgen Forest,,https://en.wikipedia.org/wiki/Operation_Queen,,,,,,,,1944-11-01,1944-12-01
169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,United Kingdom   United States,Germany,"2,000 casualties,  (including 169 killed,  752 missing  & 500 nonbattle)",Killed?  Wounded? Captured? Missing?,,Brian Horrocks,Günther Blumentritt,,10–22 November 1944,"50°57′56″N 6°7′19″E﻿ / ﻿50.96556°N 6.12194°E﻿ / 50.96556; 6.12194﻿ (Geilenkirchen)Coordinates: 50°57′56″N 6°7′19″E﻿ / ﻿50.96556°N 6.12194°E﻿ / 50.96556; 6.12194﻿ (Geilenkirchen)Geilenkirchen, Germany",Allied victory,,,,,100.0,Operation Clipper,Western Front,November 1944,https://en.wikipedia.org/wiki/Operation_Clipper,,,,,,50.96556,6.12194,1944-11-01,1944-11-01
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,Luxembourg Resistance Supported by:   United States,Germany,1 killed 6 wounded,23 killed,,Victor Abens   Jos Kieffer,Unknown,,15–19 November 1944,"Vianden (Luxembourg), and adjacent areas of the river Our49°56′02″N 6°12′27″E﻿ / ﻿49.933994°N 6.207627°E﻿ / 49.933994; 6.207627Coordinates: 49°56′02″N 6°12′27″E﻿ / ﻿49.933994°N 6.207627°E﻿ / 49.933994; 6.207627","Luxembourgish victory

Remaining civilian population evacuates
Germans later occupy the town in conjunction during the Battle of the Bulge",,30 militia,250 soldiers,,100.0,Battle of Vianden,Western Front,November 1944,https://en.wikipedia.org/wiki/Battle_of_Vianden,,,,,,49.933994,6.207627,1944-11-01,1944-11-01
225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,98.0,United States,Germany,"First battle:   At least 1,500 killed, wounded, or missing   Two tanks disabled   Second battle:   At least 225 killed, wounded, or missing",First battle:   At least 150 killed   At least 600 captured   Second battle:   Unknown,,Major General Edwin P. Parker Jr.,Generalleutnant   Eugen König,,First battle: 13–16 December 1944  Second battle: 30 January-1 February 1945,"In and around Kesternich, Germany50°36′27″N 6°19′45″E﻿ / ﻿50.60753°N 6.32915°E﻿ / 50.60753; 6.32915Coordinates: 50°36′27″N 6°19′45″E﻿ / ﻿50.60753°N 6.32915°E﻿ / 50.60753; 6.32915",German defensive victory in first battle  U.S. victory in second battle,,First battle:   Two Infantry battalions   Two platoons of  M4 Shermans    One platoon of  M10 tank destroyers    Second battle:   One infantry battalion   One company of M4 Shermans   One platoon of M10 tank destroyers,Elements of two divisions,,100.0,Battle of Kesternich,Western Front,December 1944 – February 1945,https://en.wikipedia.org/wiki/Battle_of_Kesternich,,,,,,50.60753,6.32915,1944-12-01,1945-02-01
450.0,1000.0,2300.0,32.0,0.0,0.0,0.0,0.0,200.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,United States,Germany,"3750 casualties 450 killed, 1,000+ wounded, 2,300 captured 32 tanks","500 casualties 200 killed, 300 wounded 10-12 armored vehicles",,Omar Bradley   Alan W. Jones,Sepp Dietrich,,16 December 1944,"Büllingen, Belgium50°24′17″N 6°16′05″E﻿ / ﻿50.40472°N 6.26806°E﻿ / 50.40472; 6.26806Coordinates: 50°24′17″N 6°16′05″E﻿ / ﻿50.40472°N 6.26806°E﻿ / 50.40472; 6.26806",German tactical victory,,"U.S.  106th Infantry Division  (elements of), 14th Cavalry Group (elements of) Total strength: 5,000 men, 20 light tanks, 12 medium tanks","1st SS Panzer Division ,  2nd SS Panzer Division Total strength: 25,000+ infantry, 200+ Panzers and SPGs",,100.0,Losheim Gap,Battle of Elsenborn Ridge,,https://en.wikipedia.org/wiki/Losheim_Gap,,,,,,50.40472,6.26806,1944-12-01,1944-12-01
1.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,87.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,United States,Germany,"35 men 1 killed, 14 wounded, 20 captured","92 men  16 killed  63 wounded, 13 missing [1] : 87",,"Walter E. Lauer Lyle Bouck, Jr.",Sepp Dietrich I.G. von Hoffmann,,"December 16–17, 1944","Near Lanzerath, Belgium50°21′34″N 6°19′45″E﻿ / ﻿50.359487°N 6.329241°E﻿ / 50.359487; 6.329241Coordinates: 50°21′34″N 6°19′45″E﻿ / ﻿50.359487°N 6.329241°E﻿ / 50.359487; 6.329241",German victory; Ardennes offensive continued,,"Intelligence and Reconnaissance Platoon , 394th Regiment,  99th Infantry Division  (18 men);   Forward Observation Team, Battery C, 371st Field Artillery (4 men)","1st SS Panzer Division  1st Battalion, 9th Fallschirmjäger Regiment,  3rd Fallschirmjäger Division  (500 men);   27th  Fusilier  Regiment,  12th Volksgrenadier Division  (50 men)",,100.0,Battle of Lanzerath Ridge,Battle of Elsenborn Ridge,,https://en.wikipedia.org/wiki/Battle_of_Lanzerath_Ridge,,,,,,50.359487,6.329241,1944-12-01,1944-12-01
0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,102.0,United States,Germany,"2,000–2,750 [4] [2] 
 60 tanks destroyed [3]","Significant [2] [ better source needed ] 
 4 tanks destroyed [3]",,Meinrad von Lauchert,Hurley Fuller   ( POW ),,16–18 December 1944,"Clervaux, northern Luxembourg50°03′18″N 6°01′48″E﻿ / ﻿50.055°N 6.030°E﻿ / 50.055; 6.030Coordinates: 50°03′18″N 6°01′48″E﻿ / ﻿50.055°N 6.030°E﻿ / 50.055; 6.030",German victory,,1 panzergrenadier regiment [1] 1 panzer regiment [1],1 regimental combat team [1] 1 tank battalion [1] 1 tank company [1] 1 tank destroyer battalion [1],,100.0,Battle of Clervaux,Battle of the Bulge,,https://en.wikipedia.org/wiki/Battle_of_Clervaux,,,,,,50.055,6.03,1944-12-01,1944-12-01
12500.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,United States,Germany,"12,500 KIA, WIA, POW, or MIA [4] :  345,347,487 88 tanks, 25 armored cars [1]",Unknown,,Bruce C. Clarke,Walter Model   Hasso von Manteuffel,,16–21 December 1944,"St. Vith, Belgium50°16′55″N 6°7′36″E﻿ / ﻿50.28194°N 6.12667°E﻿ / 50.28194; 6.12667Coordinates: 50°16′55″N 6°7′36″E﻿ / ﻿50.28194°N 6.12667°E﻿ / 50.28194; 6.12667","German tactical victory, but overall strategy ruined by Allied defense",,"22,000 men [1]","100,000+ men [2] [3] 500 tanks [3]",,100.0,Battle of St. Vith,Battle of the Bulge,,https://en.wikipedia.org/wiki/Battle_of_St._Vith,,,,,,50.28194,6.12667,1944-12-01,1944-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,United States,Germany,"3,000+ total casualties (2,000 in the  101st ) [8]",Unknown,,"Anthony McAuliffe  (101st Airborne)  William L. Roberts (Combat Command B (CCB), 10th Armored Division)   Creighton Abrams  (37th Tank Battalion, 4th Armored Division)   George S. Patton  (Third Army)",Hasso von Manteuffel  (5th Panzer Army)   Heinrich Freiherr von Lüttwitz  (XLVII Panzer Corps)   Wilhelm Mohnke  ( I SS Panzer Corps ),,20–27 December 1944,"Bastogne, Belgium50°00′00″N 5°43′17″E﻿ / ﻿50.0°N 5.7214°E﻿ / 50.0; 5.7214Coordinates: 50°00′00″N 5°43′17″E﻿ / ﻿50.0°N 5.7214°E﻿ / 50.0; 5.7214",American victory,,"101st : 11,000 [5]  enlisted + 800 officers Remaining units: 11,000+ [6] Total:  22,800+ men","54,000+ men [7]",,100.0,Siege of Bastogne,Battle of the Bulge,,https://en.wikipedia.org/wiki/Siege_of_Bastogne,,,,,,50.0,5.7214,1944-12-01,1944-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,United Kingdom   United States   Canada   New Zealand   Poland [1] [Notes 1],Germany,See Aftermath and casualties,See Aftermath and casualties,,Arthur Coningham   Jimmy Doolittle   Hoyt Vandenberg,Werner Kreipe Joseph Schmid Dietrich Peltz Karl Hentschel Gotthard Handrick,,1 January 1945,"Belgium, the Netherlands and France","German operational failure[2][3]

Pyrrhic German tactical success[4][5][6]
Strategic German exhaustion[7][8]",,,,,100.0,Operation Bodenplatte,Battle of the Bulge,,https://en.wikipedia.org/wiki/Operation_Bodenplatte,,,,,,,,1945-01-01,1945-01-01
922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,United States   France,Germany,"United States : 11,609 [2] -14,716 [3] [a]  killed and wounded   France : 2,000 [4] : 922","22,932 [5] [4] : 922",,Jacob L. Devers Alexander Patch Jean de Lattre de Tassigny,Johannes Blaskowitz Hans von Obstfelder Heinrich Himmler Siegfried Rasp,,31 December 1944 – 25 January 1945 (1944-12-31 – 1945-01-25),"Alsace and Lorraine, France and Rhineland-Palatinate, Germany",German operational failure,,"295,000 men  230,000 men [1]",Unknown,,100.0,Operation Nordwind,Western Front,January 1945,https://en.wikipedia.org/wiki/Operation_Nordwind,,,,,,,,1944-12-01,1945-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,France   United States,Germany,": 13,390 [1] : 8,000 [2]","At least 22,000; possibly as high as 38,500 [3]",,Jacob L. Devers   Jean de Lattre de Tassigny   Antoine Béthouart   Goislard de Monsabert   Frank W. Milburn,Heinrich Himmler Siegfried Rasp Erich Abraham Max Grimmeiss,,20 January – 9 February 1945,"Around Colmar, Alsace48°4′50″N 7°21′36″E﻿ / ﻿48.08056°N 7.36000°E﻿ / 48.08056; 7.36000﻿ (Colmar)Coordinates: 48°4′50″N 7°21′36″E﻿ / ﻿48.08056°N 7.36000°E﻿ / 48.08056; 7.36000﻿ (Colmar)",Allied victory,,"Initial: 5 French infantry divisions 2 French armored divisions 2 U.S. infantry divisions 
 
Reinforcements: 1 French armored division 1 U.S. armored division 1 U.S. infantry division",7 infantry divisions 1 mountain division 1  Panzer  brigade,,100.0,Colmar Pocket,Western Front,,https://en.wikipedia.org/wiki/Colmar_Pocket,,,,,,48.08056,7.36,1945-01-01,1945-02-01
1152.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,United Kingdom   Canada,Germany,"1,152 casualties 20 tanks destroyed 23 tanks broken down 4 aircraft destroyed 2 aircraft crashed","2,000 casualties",,Neil Ritchie   Lewis Lyne   Gwilym Ivor Thomas   Edmund Hakewill-Smith,Günther Blumentritt,,14–27 January 1945,Limburg (Netherlands) and Heinsberg (Germany),British victory,,1 armoured division 2 infantry divisions 1 commando brigade,2 infantry divisions 2 paratroop regiments 1 heavy panzer battalion,,100.0,Operation Blackcock,Western Front,January 1945,https://en.wikipedia.org/wiki/Operation_Blackcock,,,,,,,,1945-01-01,1945-01-01
15634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,United Kingdom     Canada,Germany,"15,634 casualties [a]","~44,239 casualties [b]",,Bernard Montgomery   Harry Crerar   Brian Horrocks,Alfred Schlemm,,8 February – 11 March 1945(1 month and 3 days),"Reichswald Forest (Germany), and adjacent areas51°44′N 6°02′E﻿ / ﻿51.733°N 6.033°E﻿ / 51.733; 6.033Coordinates: 51°44′N 6°02′E﻿ / ﻿51.733°N 6.033°E﻿ / 51.733; 6.033",Allied victory,,"200,000 men [ citation needed ] 1,400 guns 35,000 vehicles","90,000 men 1,054 guns 700 mortars",,100.0,Operation Veritable,Western Front,February 1945,https://en.wikipedia.org/wiki/Operation_Veritable,,,,,,51.733,6.033,1945-02-01,1945-03-01
1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,29739.0,0.0,0.0,0.0,0.0,0.0,111.0,United States,Germany,"1,330 killed Total : 7,478 [1]","16,000 killed or missing 29,739 captured Total : 45,739 [a]",,William H. Simpson,Gustav-Adolf von Zangen   Alfred Schlemm,,23 February–10 March 1945(2 weeks and 1 day),"Rhineland, Germany",American victory,,"380,000 1,400 tanks 2,070 guns 375 aircraft [1]","54,000 180 tanks",,100.0,Operation Grenade,Western Front,February 1945,https://en.wikipedia.org/wiki/Operation_Grenade,,,,,,,,1945-02-01,1945-03-01
990.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,112.0,United States   Belgium,Germany,"At least 990 casualties, 30+ tanks [1] [2] [3] [4]","Unknown, 19,000 captured [5]",,Courtney Hodges,Erich Brandenberger,,7–25 March 1945,"Remagen, Rhine Province, Germany50°34′45″N 7°14′39″E﻿ / ﻿50.57917°N 7.24417°E﻿ / 50.57917; 7.24417Coordinates: 50°34′45″N 7°14′39″E﻿ / ﻿50.57917°N 7.24417°E﻿ / 50.57917; 7.24417","Allied victory

Allies secure intact bridge over Rhine",,1st Army,7th Army,,100.0,Battle of Remagen,Operation Lumberjack,,https://en.wikipedia.org/wiki/Battle_of_Remagen,,,,,,50.57917,7.24417,1945-03-01,1945-03-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,United States   France,Germany,"12,887 (est.)","22,000 (POW)",,Jacob L. Devers,Paul Hausser,,15–24 March 1945,75 km sector between Saarbrücken and Hagenau,Allied victory,,,,,100.0,Operation Undertone,Western Allied invasion of Germany,,https://en.wikipedia.org/wiki/Operation_Undertone,,,,,,,,1945-03-01,1945-03-01
2700.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,115.0,United Kingdom   United States   Canada,Germany,"2,378–2,700 casualties [Note 3] 72 aircraft [Note 4]","Unknown total casualties 3,500 captured [1]",,Bernard Montgomery   Eric Bols   Matthew Ridgway   William Miley,Günther Blumentritt,,24 March 1945,"Wesel, Germany",Allied victory,,"16,870 [Note 1]","8,000 (est.) [Note 2]",,100.0,Operation Varsity,Operation Plunder,,https://en.wikipedia.org/wiki/Operation_Varsity,,,,,,,,1945-03-01,1945-03-01
1500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317000.0,0.0,0.0,0.0,0.0,0.0,117.0,United States   United Kingdom   ( German resistance ),Germany,"1,500 killed 8,000 wounded 500 missing Total : 10,000 [1]","thousands killed [1] 317,000 captured [2]",,Omar Bradley   Bernard Montgomery   Courtney H. Hodges   William H. Simpson   Leonard T. Gerow,Walter Model   †   Gustav-Adolf von Zangen     Josef Harpe,,1–18 April 1945(2 weeks and 3 days),"Ruhr Area, Germany",Allied victory,,"13 divisions, elements of 6 corps 400,000","370,000 (of which 75,000 were armed)",,100.0,Ruhr Pocket,Western Allied invasion of Germany,,https://en.wikipedia.org/wiki/Ruhr_Pocket,,,,,,,,1945-04-01,1945-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,118.0,United States,Germany,unknown,"50+ killed 5,400+ captured",,Horace McBride,Johannes Erxleben,,1–4 April 1945,"Kassel, Germany",American victory,,unknown,"6,000",,100.0,Battle of Kassel,Western Allied invasion of Germany,,https://en.wikipedia.org/wiki/Battle_of_Kassel_(1945),,,,,,,,1945-04-01,1945-04-01
60.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,119.0,United States,Germany,60 killed 250 wounded 112 missing Total : 422 [1],"1,500 captured",,Withers A. Burress,Georg Bochmann,,4–12 April 1945,"Heilbronn, Germany",American victory,,,,,100.0,Battle of Heilbronn,Western Allied invasion of Germany,,https://en.wikipedia.org/wiki/Battle_of_Heilbronn_(1945),,,,,,,,1945-04-01,1945-04-01
34.0,60.0,69.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,120.0,France   United Kingdom   Netherlands   Canada,Germany,34 killed 60 wounded 69 captured [1],300 killed or wounded 187 captured [2],,,,Mike Calvert   Pierre Sicaud,7–8 April 1945,"Drenthe, Netherlands",Allied victory,,"Special Air Service 
 
 3 SAS (French) 
 4 SAS (French) 
  8th Reconnaissance Regiment",Elements of the  25th Army,,100.0,Operation Amherst,Western Allied invasion of Germany,,https://en.wikipedia.org/wiki/Operation_Amherst,,,,,,,,1945-04-01,1945-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,United States,"Germany 
 
   Russian Liberation Army",,,,Wade Haislip,Karl Holz   † [1],,16–20 April 1945,"Nuremberg, Germany",American victory,,"45,000 troops [2]","2 divisions 2 regiments Several ad-hoc units of  Luftwaffe ,  Volkssturm  and RLA troops (est. 22,000) [3]",,100.0,Battle of Nuremberg,Western Allied invasion of Germany,,https://en.wikipedia.org/wiki/Battle_of_Nuremberg_(1945),,,,,,,,1945-04-01,1945-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,United Kingdom,Germany,,Heavy,,Miles Dempsey   Evelyn Barker   Lewis Lyne,Kurt Student   Alwin Wolz   ( POW ),,18 April – 3 May 1945,"Hamburg, Germany",British victory,,"3 Divisions ~10,000 troops","2 Divisions (Understrength) ~3,000 troops",,100.0,Battle of Hamburg,Western Allied invasion of Germany,,https://en.wikipedia.org/wiki/Battle_of_Hamburg_(1945),,,,,,,,1945-04-01,1945-05-01
62.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,124.0,United Kingdom   Canada,Germany,62 killed 134 wounded,# Casualties unknown 600 captured,,Charles Foulkes   Stuart Rawlins,Johannes Blaskowitz   Philipp Kleffel,,12–16 April 1945,"Arnhem, Netherlands",Allied Victory,,1 infantry division plus Armoured support,"* Estimated over 1,000 men",,100.0,Liberation of Arnhem,Western Front,,https://en.wikipedia.org/wiki/Liberation_of_Arnhem,,,,,,,,1945-04-01,1945-04-01
43.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,5212.0,0.0,0.0,0.0,0.0,0.0,125.0,Canada,Germany,43 dead 166 wounded,"130 dead  [1]   5,212 captured  [2]",,Bruce Matthews,Karl Böttcher,,"April 14–18, 1945","Groningen, Netherlands",Allied victory,,"~14,000","~7,500",,100.0,Battle of Groningen,Western Front,,https://en.wikipedia.org/wiki/Battle_of_Groningen,,,,,,,,1945-04-01,1945-04-01
72.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom   New Zealand,Germany,"72 killed ( HMS Achilles  4,  HMS Ajax  7 &  HMS Exeter  61) 28 wounded 1 heavy cruiser badly damaged 1 light cruisers damaged",36 killed 60 wounded 1 heavy cruiser scuttled,,Hans Langsdorff   † [2],Henry Harwood,,13 December 1939,"Off the River Plate estuary in Argentina and Uruguay, South Atlantic",British victory[1],,1 heavy cruiser (28cm guns),1 heavy cruiser (8 inch/20.3cm guns) 2 light cruisers (6 inch/15.2cm guns),,100.0,Battle of the River Plate,Battle of the Atlantic,,https://en.wikipedia.org/wiki/Battle_of_the_River_Plate,,,,,,,,1939-12-01,1939-12-01
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"United Kingdom 
 
   Royal Navy","Nazi Germany 
 
   Kriegsmarine",1 injured (presumably in friendly fire),8 killed [1] 5 seriously wounded 5 slightly wounded,,Philip Vian,Heinrich Dau,,16 February 1940,"Jøssingfjord, Sokndal, Norway","British victory

299 British POWs rescued",,3 destroyers,tanker  Altmark,,100.0,Altmark Incident,Battle of the Atlantic,,https://en.wikipedia.org/wiki/Altmark_Incident,,,,,,,,1940-02-01,1940-02-01
141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,United Kingdom,Nazi Germany,"20 merchant ships sunk, 141 dead total 79,592  gross register tons  (GRT)",None,,Karl Dönitz,L. D. I. Mackinnon,,16–19 October 1940,Western Approaches,German victory,,7 U-boats,35 ships 5 escorts,,100.0,Convoy SC 7,Battle of the Atlantic,,https://en.wikipedia.org/wiki/Convoy_SC_7,,,,,,,,1940-10-01,1940-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,United Kingdom,Nazi Germany,5 merchants sunk 1 merchant damaged 1 escort sunk (1 merchant sunk post-dispersal),None,,Theodor Krancke,E.S.F. Fegen   †,,5 November 1940,North Atlantic,German tactical victory,,1 heavy cruiser,38 merchant ships 3 escorts (1 during attack),,100.0,Convoy HX 84,Battle of the Atlantic,,https://en.wikipedia.org/wiki/Convoy_HX_84,,,,,,,,1940-11-01,1940-11-01
