,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
302,ADDRESS,NYPD,New York City Police Department,1018880063,MANHATTAN,,,,NEW YORK,2019-05-05T01:17:55.000,07 MANHATTAN,Noise - Street/Sidewalk,2019-05-05T00:41:03.000,WEST END AVENUE,RIVERSIDE DRIVE,Loud Music/Party,2019-05-05T08:41:03.000,Precinct,309 WEST 99 STREET,10025,,,40.797340970186795,"{'type': 'Point', 'coordinates': [-73.972139149049, 40.797340970187]}",Street/Sidewalk,-73.9721391490491,ONLINE,MANHATTAN,Unspecified,2019-05-05T01:17:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 99 STREET,,,42590327,991964,229771
303,ADDRESS,NYPD,New York City Police Department,2038020019,BRONX,,,,BRONX,2019-05-05T03:13:04.000,09 BRONX,Noise - Vehicle,2019-05-05T00:41:07.000,PUGSLEY AVENUE,EAST 177 STREET,Car/Truck Music,2019-05-05T08:41:07.000,Precinct,2022 GLEASON AVENUE,10472,,,40.83117984385065,"{'type': 'Point', 'coordinates': [-73.85653066934, 40.831179843851]}",Street/Sidewalk,-73.85653066934049,MOBILE,BRONX,Unspecified,2019-05-05T03:13:04.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,GLEASON AVENUE,,,42587302,1023953,242131
304,ADDRESS,NYPD,New York City Police Department,1008720069,MANHATTAN,,,,NEW YORK,2019-05-05T02:57:34.000,05 MANHATTAN,Noise - Residential,2019-05-05T00:41:32.000,PARK AVENUE SOUTH,IRVING PLACE,Loud Music/Party,2019-05-05T08:41:32.000,Precinct,112 EAST 17 STREET,10003,,,40.73619639438257,"{'type': 'Point', 'coordinates': [-73.988178845013, 40.736196394383]}",Residential Building/House,-73.98817884501277,ONLINE,MANHATTAN,Unspecified,2019-05-05T02:57:34.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 17 STREET,,,42584850,987526,207493
305,ADDRESS,NYPD,New York City Police Department,4095710031,QUEENS,,,,SOUTH RICHMOND HILL,2019-05-05T02:51:25.000,10 QUEENS,Noise - Residential,2019-05-05T00:41:41.000,LIBERTY AVENUE,107 AVENUE,Loud Music/Party,2019-05-05T08:41:41.000,Precinct,104-52 118 STREET,11419,,,40.68570837817952,"{'type': 'Point', 'coordinates': [-73.824904502602, 40.68570837818]}",Residential Building/House,-73.82490450260184,ONLINE,QUEENS,Unspecified,2019-05-05T02:51:25.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,118 STREET,,,42588439,1032811,189147
306,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,WOODSIDE,2019-05-05T05:19:50.000,05 QUEENS,Noise - Residential,2019-05-05T00:42:30.000,CALAMUS AVENUE,52 AVENUE,Loud Music/Party,2019-05-05T08:42:30.000,Precinct,51-30 70 STREET,11377,,,40.73453718006818,"{'type': 'Point', 'coordinates': [-73.894146260439, 40.734537180068]}",Residential Building/House,-73.89414626043867,PHONE,QUEENS,Unspecified,2019-05-05T05:19:50.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,70 STREET,,,42584848,1013586,206906
307,ADDRESS,DOF,Senior Citizen Rent Increase Exemption Unit,4032927501,QUEENS,,,,FOREST HILLS,2019-05-15T18:33:44.000,06 QUEENS,SCRIE,2019-05-05T00:42:34.000,,,Miscellaneous,2019-05-19T00:42:34.000,N/A,,11375,,,,,Senior Address,,PHONE,QUEENS,Unspecified,2019-05-15T18:33:44.000,We have researched your claim.,,Closed,,,,42585097,,
308,ADDRESS,NYPD,New York City Police Department,3021307501,BROOKLYN,,,,BROOKLYN,2019-05-05T06:47:46.000,01 BROOKLYN,Illegal Parking,2019-05-05T00:42:36.000,WYTHE AVENUE,BERRY STREET,Posted Parking Sign Violation,2019-05-05T08:42:36.000,Precinct,60 BROADWAY,11249,,,40.71058076963279,"{'type': 'Point', 'coordinates': [-73.966425815325, 40.710580769633]}",Street/Sidewalk,-73.9664258153253,PHONE,BROOKLYN,Unspecified,2019-05-05T06:47:46.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,BROADWAY,,,42587078,993558,198162
309,ADDRESS,NYPD,New York City Police Department,2033230022,BRONX,,,,BRONX,2019-05-05T04:00:10.000,07 BRONX,Noise - Commercial,2019-05-05T00:42:42.000,VILLA AVENUE,RISSE STREET,Loud Music/Party,2019-05-05T08:42:42.000,Precinct,31 EAST VAN CORTLANDT AVENUE,10468,,,40.87730473752375,"{'type': 'Point', 'coordinates': [-73.886180574547, 40.877304737524]}",Store/Commercial,-73.8861805745472,MOBILE,BRONX,Unspecified,2019-05-05T04:00:10.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,EAST VAN CORTLANDT AVENUE,,,42590847,1015726,258924
310,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-05-05T05:05:26.000,02 BROOKLYN,Noise - Commercial,2019-05-05T00:42:47.000,,,Loud Music/Party,2019-05-05T08:42:47.000,Precinct,,11217,LAFAYETTE AVENUE,SOUTH PORTLAND AVENUE,40.68719196406728,"{'type': 'Point', 'coordinates': [-73.974615454296, 40.687191964067]}",Club/Bar/Restaurant,-73.97461545429574,ONLINE,BROOKLYN,Unspecified,2019-05-05T05:05:26.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,,42585488,991290,189640
311,ADDRESS,NYPD,New York City Police Department,3007460057,BROOKLYN,,,,BROOKLYN,2019-05-05T03:33:34.000,07 BROOKLYN,Homeless Encampment,2019-05-05T00:42:59.000,3 AVENUE,4 AVENUE,N/A,2019-05-05T08:42:59.000,Precinct,339 46 STREET,11220,,,40.64936843426314,"{'type': 'Point', 'coordinates': [-74.011322872992, 40.649368434263]}",Park/Playground,-74.01132287299218,PHONE,BROOKLYN,Unspecified,2019-05-05T03:33:34.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,46 STREET,,,42588130,981108,175859
312,ADDRESS,NYPD,New York City Police Department,3050800054,BROOKLYN,,,,BROOKLYN,2019-05-05T01:56:15.000,14 BROOKLYN,Noise - Street/Sidewalk,2019-05-05T00:43:06.000,ST PAULS PLACE,OCEAN AVENUE,Loud Music/Party,2019-05-05T08:43:06.000,Precinct,20 SAINT PAULS COURT,11226,,,40.65082566356036,"{'type': 'Point', 'coordinates': [-73.961940331964, 40.65082566356]}",Street/Sidewalk,-73.96194033196448,MOBILE,BROOKLYN,Unspecified,2019-05-05T01:56:15.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SAINT PAULS COURT,,,42587585,994811,176392
313,ADDRESS,NYPD,New York City Police Department,3005240010,BROOKLYN,,,,BROOKLYN,2019-05-05T07:58:58.000,06 BROOKLYN,Noise - Residential,2019-05-05T00:43:08.000,DELAVAN STREET,VERONA STREET,Loud Music/Party,2019-05-05T08:43:08.000,Precinct,15A DWIGHT STREET,11231,,,40.678271330421836,"{'type': 'Point', 'coordinates': [-74.006413787724, 40.678271330422]}",Residential Building/House,-74.00641378772383,MOBILE,BROOKLYN,Unspecified,2019-05-05T07:58:58.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,DWIGHT STREET,,,42591151,982471,186389
314,ADDRESS,NYPD,New York City Police Department,1021430001,MANHATTAN,,,,NEW YORK,2019-05-05T01:57:21.000,12 MANHATTAN,Noise - Residential,2019-05-05T00:43:08.000,ST NICHOLAS AVENUE,WADSWORTH AVENUE,Loud Music/Party,2019-05-05T08:43:08.000,Precinct,615 WEST 173 STREET,10032,,,40.84446560992583,"{'type': 'Point', 'coordinates': [-73.93828970877, 40.844465609926]}",Residential Building/House,-73.93828970876989,PHONE,MANHATTAN,Unspecified,2019-05-05T01:57:21.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST 173 STREET,,,42584439,1001324,246945
315,ADDRESS,NYPD,New York City Police Department,4071170003,QUEENS,,,,FRESH MEADOWS,2019-05-05T04:00:10.000,08 QUEENS,Illegal Parking,2019-05-05T00:43:11.000,192 STREET,BEND,Blocked Hydrant,2019-05-05T08:43:11.000,Precinct,67-15 190 LANE,11365,,,40.73687704749506,"{'type': 'Point', 'coordinates': [-73.781908784902, 40.736877047495]}",Street/Sidewalk,-73.78190878490226,MOBILE,QUEENS,Unspecified,2019-05-05T04:00:10.000,The Police Department issued a summons in response to the complaint.,,Closed,190 LANE,,,42590693,1044689,207816
316,ADDRESS,NYPD,New York City Police Department,3012260046,BROOKLYN,,,,BROOKLYN,2019-05-05T05:17:48.000,08 BROOKLYN,Noise - Commercial,2019-05-05T00:43:13.000,ST MARKS AVENUE,PROSPECT PLACE,Loud Talking,2019-05-05T08:43:13.000,Precinct,704 NOSTRAND AVENUE,11216,,,40.674579930862485,"{'type': 'Point', 'coordinates': [-73.950066070013, 40.674579930862]}",Store/Commercial,-73.95006607001255,MOBILE,BROOKLYN,Unspecified,2019-05-05T05:17:48.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,NOSTRAND AVENUE,,,42588202,998101,185048
317,ADDRESS,NYPD,New York City Police Department,3008570017,BROOKLYN,,,,BROOKLYN,2019-05-05T07:01:02.000,07 BROOKLYN,Noise - Residential,2019-05-05T00:43:15.000,6 AVENUE,7 AVENUE,Loud Music/Party,2019-05-05T08:43:15.000,Precinct,622 58 STREET,11220,,,40.63888053199911,"{'type': 'Point', 'coordinates': [-74.012106579798, 40.638880531999]}",Residential Building/House,-74.01210657979784,ONLINE,BROOKLYN,Unspecified,2019-05-05T07:01:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,58 STREET,,,42585750,980890,172038
318,INTERSECTION,NYPD,New York City Police Department,,QUEENS,,,,RIDGEWOOD,2019-05-05T02:15:06.000,05 QUEENS,Noise - Residential,2019-05-05T00:43:25.000,,,Loud Music/Party,2019-05-05T08:43:25.000,Precinct,,11385,CYPRESS AVENUE,COOPER AVENUE,40.69410973191651,"{'type': 'Point', 'coordinates': [-73.897362207678, 40.694109731917]}",Residential Building/House,-73.89736220767836,PHONE,QUEENS,Unspecified,2019-05-05T02:15:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,,42585695,1012712,192176
319,ADDRESS,DOB,Department of Buildings,3033020041,BROOKLYN,,,,BROOKLYN,2019-05-05T00:43:38.000,04 BROOKLYN,Building/Use,2019-05-05T00:43:38.000,,,Illegal Conversion Of Residential Building/Space,,N/A,393 BLEECKER STREET,11237,,,40.702338553838935,"{'type': 'Point', 'coordinates': [-73.914127351634, 40.702338553839]}",,-73.91412735163374,UNKNOWN,BROOKLYN,Unspecified,2019-05-05T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,BLEECKER STREET,,,42593407,1008060,195169
320,ADDRESS,HPD,Department of Housing Preservation and Development,1019540055,MANHATTAN,,,,NEW YORK,2019-05-23T21:50:36.000,09 MANHATTAN,UNSANITARY CONDITION,2019-05-05T00:43:40.000,,,PESTS,,N/A,410 WEST  128 STREET,10027,,,40.81309736956231,"{'type': 'Point', 'coordinates': [-73.952169430962, 40.813097369562]}",RESIDENTIAL BUILDING,-73.95216943096172,PHONE,MANHATTAN,Unspecified,2019-05-23T21:50:36.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,WEST  128 STREET,,,42752320,997490,235514
321,ADDRESS,HPD,Department of Housing Preservation and Development,1019540055,MANHATTAN,,,,NEW YORK,2019-05-11T13:09:52.000,09 MANHATTAN,UNSANITARY CONDITION,2019-05-05T00:43:40.000,,,GARBAGE/RECYCLING STORAGE,,N/A,410 WEST  128 STREET,10027,,,40.81309736956231,"{'type': 'Point', 'coordinates': [-73.952169430962, 40.813097369562]}",RESIDENTIAL BUILDING,-73.95216943096172,PHONE,MANHATTAN,Unspecified,2019-05-11T13:09:52.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WEST  128 STREET,,,42643680,997490,235514
322,ADDRESS,HPD,Department of Housing Preservation and Development,1019540055,MANHATTAN,,,,NEW YORK,2019-05-08T17:03:50.000,09 MANHATTAN,UNSANITARY CONDITION,2019-05-05T00:43:40.000,,,SEWAGE,,N/A,410 WEST  128 STREET,10027,,,40.81309736956231,"{'type': 'Point', 'coordinates': [-73.952169430962, 40.813097369562]}",RESIDENTIAL BUILDING,-73.95216943096172,PHONE,MANHATTAN,Unspecified,2019-05-08T17:03:50.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WEST  128 STREET,,,42621880,997490,235514
323,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,FAR ROCKAWAY,2019-05-05T07:04:07.000,14 QUEENS,Noise - Residential,2019-05-05T00:43:42.000,GULL COURT,OLD BEACH 88 STREET,Loud Music/Party,2019-05-05T08:43:42.000,Precinct,312 BEACH 88 STREET,11693,,,40.588617578319315,"{'type': 'Point', 'coordinates': [-73.81316599373, 40.588617578319]}",Residential Building/House,-73.81316599373048,MOBILE,QUEENS,Unspecified,2019-05-05T07:04:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BEACH 88 STREET,,,42588456,1036142,153781
324,ADDRESS,HPD,Department of Housing Preservation and Development,3042710005,BROOKLYN,,,,BROOKLYN,2019-05-10T02:10:48.000,05 BROOKLYN,PAINT/PLASTER,2019-05-05T00:43:45.000,,,WALL,,N/A,675 LINCOLN AVENUE,11208,,,40.67267423805446,"{'type': 'Point', 'coordinates': [-73.866435646459, 40.672674238054]}",RESIDENTIAL BUILDING,-73.8664356464594,ONLINE,BROOKLYN,Unspecified,2019-05-10T02:10:48.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,LINCOLN AVENUE,,,42642581,1021300,184378
325,ADDRESS,HPD,Department of Housing Preservation and Development,3042710005,BROOKLYN,,,,BROOKLYN,2019-05-10T08:47:03.000,05 BROOKLYN,PLUMBING,2019-05-05T00:43:45.000,,,BATHTUB/SHOWER,,N/A,675 LINCOLN AVENUE,11208,,,40.67267423805446,"{'type': 'Point', 'coordinates': [-73.866435646459, 40.672674238054]}",RESIDENTIAL BUILDING,-73.8664356464594,ONLINE,BROOKLYN,Unspecified,2019-05-10T08:47:03.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,LINCOLN AVENUE,,,42639197,1021300,184378
326,ADDRESS,HPD,Department of Housing Preservation and Development,3042710005,BROOKLYN,,,,BROOKLYN,2019-05-10T08:47:03.000,05 BROOKLYN,UNSANITARY CONDITION,2019-05-05T00:43:45.000,,,PESTS,,N/A,675 LINCOLN AVENUE,11208,,,40.67267423805446,"{'type': 'Point', 'coordinates': [-73.866435646459, 40.672674238054]}",RESIDENTIAL BUILDING,-73.8664356464594,ONLINE,BROOKLYN,Unspecified,2019-05-10T08:47:03.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,LINCOLN AVENUE,,,42638112,1021300,184378
327,ADDRESS,HPD,Department of Housing Preservation and Development,3042710005,BROOKLYN,,,,BROOKLYN,2019-05-10T08:47:02.000,05 BROOKLYN,UNSANITARY CONDITION,2019-05-05T00:43:45.000,,,MOLD,,N/A,675 LINCOLN AVENUE,11208,,,40.67267423805446,"{'type': 'Point', 'coordinates': [-73.866435646459, 40.672674238054]}",RESIDENTIAL BUILDING,-73.8664356464594,ONLINE,BROOKLYN,Unspecified,2019-05-10T08:47:02.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,LINCOLN AVENUE,,,42634660,1021300,184378
328,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,2019-05-05T01:55:13.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-05-05T00:43:48.000,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,Loud Talking,2019-05-05T08:43:48.000,Precinct,WEST 158 STREET,10032,,,40.83329062776817,"{'type': 'Point', 'coordinates': [-73.941115128771, 40.833290627768]}",Street/Sidewalk,-73.94111512877089,PHONE,MANHATTAN,Unspecified,2019-05-05T01:55:13.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST 158 STREET,,,42588511,1000545,242873
329,ADDRESS,NYPD,New York City Police Department,3070970010,BROOKLYN,,,,BROOKLYN,2019-05-05T01:35:30.000,11 BROOKLYN,Noise - Commercial,2019-05-05T00:43:50.000,WEST 9 STREET,WEST 8 STREET,Loud Music/Party,2019-05-05T08:43:50.000,Precinct,144 AVENUE T,11223,,,40.59849804566452,"{'type': 'Point', 'coordinates': [-73.979993013011, 40.598498045665]}",Club/Bar/Restaurant,-73.9799930130113,PHONE,BROOKLYN,Unspecified,2019-05-05T01:35:30.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,AVENUE T,,,42590097,989806,157326
330,ADDRESS,NYPD,New York City Police Department,2028020039,BRONX,,,,BRONX,2019-05-05T09:55:32.000,05 BRONX,Noise - Residential,2019-05-05T00:44:18.000,CLAY AVENUE,ANTHONY AVENUE,Loud Music/Party,2019-05-05T08:44:18.000,Precinct,273 EAST 176 STREET,10457,,,40.847373727319145,"{'type': 'Point', 'coordinates': [-73.904253410323, 40.847373727319]}",Residential Building/House,-73.90425341032298,MOBILE,BRONX,Unspecified,2019-05-05T09:55:32.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST 176 STREET,,,42590270,1010740,248013
331,ADDRESS,NYPD,New York City Police Department,4008460032,QUEENS,,,,ASTORIA,2019-05-05T04:23:38.000,01 QUEENS,Noise - Commercial,2019-05-05T00:44:30.000,29 STREET,31 STREET,Loud Music/Party,2019-05-05T08:44:30.000,Precinct,29-06 21 AVENUE,11105,,,40.77852367823034,"{'type': 'Point', 'coordinates': [-73.909277413608, 40.77852367823]}",Store/Commercial,-73.90927741360765,MOBILE,QUEENS,Unspecified,2019-05-05T04:23:38.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,21 AVENUE,,,42586358,1009376,222927
332,ADDRESS,NYPD,New York City Police Department,2031990049,BRONX,,,,BRONX,2019-05-05T04:00:10.000,07 BRONX,Noise - Street/Sidewalk,2019-05-05T00:44:31.000,DAVIDSON AVENUE,GRAND AVENUE,Loud Music/Party,2019-05-05T08:44:31.000,Precinct,25 WEST 184 STREET,10468,,,40.86097047684752,"{'type': 'Point', 'coordinates': [-73.903637330036, 40.860970476848]}",Street/Sidewalk,-73.90363733003593,MOBILE,BRONX,Unspecified,2019-05-05T04:00:10.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,WEST 184 STREET,,,42586397,1010905,252967
333,ADDRESS,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-05-05T07:58:57.000,06 BROOKLYN,Noise - Residential,2019-05-05T00:44:40.000,VAN DYKE STREET,DEAD END,Loud Music/Party,2019-05-05T08:44:40.000,Precinct,89 BARNELL STREET,11231,,,40.67708693575218,"{'type': 'Point', 'coordinates': [-74.019042734876, 40.677086935752]}",Residential Building/House,-74.01904273487611,PHONE,BROOKLYN,Unspecified,2019-05-05T07:58:57.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BARNELL STREET,,,42586631,978968,185958
334,ADDRESS,DOB,Department of Buildings,3033020041,BROOKLYN,,,,BROOKLYN,2019-05-06T00:00:00.000,04 BROOKLYN,Building/Use,2019-05-05T00:44:43.000,,,Illegal Conversion Of Residential Building/Space,,N/A,393 BLEECKER STREET,11237,,,40.702338553838935,"{'type': 'Point', 'coordinates': [-73.914127351634, 40.702338553839]}",,-73.91412735163374,UNKNOWN,BROOKLYN,Unspecified,2019-05-06T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,BLEECKER STREET,,,42592162,1008060,195169
335,ADDRESS,NYPD,New York City Police Department,3034130029,BROOKLYN,,,,BROOKLYN,2019-05-05T01:40:43.000,04 BROOKLYN,Noise - Residential,2019-05-05T00:44:51.000,KNICKERBOCKER AVENUE,IRVING AVENUE,Loud Music/Party,2019-05-05T08:44:51.000,Precinct,1318 HALSEY STREET,11237,,,40.694109670043474,"{'type': 'Point', 'coordinates': [-73.90697616541, 40.694109670043]}",Residential Building/House,-73.90697616541019,MOBILE,BROOKLYN,Unspecified,2019-05-05T01:40:43.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,HALSEY STREET,,,42584422,1010046,192173
336,ADDRESS,NYPD,New York City Police Department,2037600065,BRONX,,,,BRONX,2019-05-05T05:22:56.000,09 BRONX,Noise - Residential,2019-05-05T00:45:05.000,GLEASON AVENUE,WESTCHESTER AVENUE,Loud Music/Party,2019-05-05T08:45:05.000,Precinct,1207 ROSEDALE AVENUE,10472,,,40.829918179330534,"{'type': 'Point', 'coordinates': [-73.868815670482, 40.829918179331]}",Residential Building/House,-73.86881567048233,MOBILE,BRONX,Unspecified,2019-05-05T05:22:56.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ROSEDALE AVENUE,,,42588447,1020554,241666
337,ADDRESS,NYPD,New York City Police Department,3037260013,BROOKLYN,,,,BROOKLYN,2019-05-05T01:33:27.000,16 BROOKLYN,Noise - Residential,2019-05-05T00:45:12.000,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,Loud Talking,2019-05-05T08:45:12.000,Precinct,1812 PITKIN AVENUE,11212,,,40.67035300192106,"{'type': 'Point', 'coordinates': [-73.906176578557, 40.670353001921]}",Residential Building/House,-73.90617657855702,MOBILE,BROOKLYN,Unspecified,2019-05-05T01:33:27.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,PITKIN AVENUE,,,42587554,1010277,183518
338,ADDRESS,NYPD,New York City Police Department,4087120060,QUEENS,,,,GLEN OAKS,2019-05-05T02:19:14.000,13 QUEENS,Noise - Residential,2019-05-05T00:45:18.000,80 AVENUE,81 AVENUE,Loud Music/Party,2019-05-05T08:45:18.000,Precinct,80-62 257 STREET,11004,,,40.743157961530166,"{'type': 'Point', 'coordinates': [-73.713418400204, 40.74315796153]}",Residential Building/House,-73.71341840020368,MOBILE,QUEENS,Unspecified,2019-05-05T02:19:14.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,257 STREET,,,42587089,1063662,210159
339,ADDRESS,NYPD,New York City Police Department,4024580031,QUEENS,,,,WOODSIDE,2019-05-05T05:18:49.000,05 QUEENS,Noise - Residential,2019-05-05T00:45:34.000,CALAMUS AVENUE,52 AVENUE,Loud Music/Party,2019-05-05T08:45:34.000,Precinct,51-28 70 STREET,11377,,,40.73455914139822,"{'type': 'Point', 'coordinates': [-73.894149833876, 40.734559141398]}",Residential Building/House,-73.89414983387576,ONLINE,QUEENS,Unspecified,2019-05-05T05:18:49.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,70 STREET,,,42585749,1013585,206914
340,ADDRESS,NYPD,New York City Police Department,3022897501,BROOKLYN,,,,BROOKLYN,2019-05-05T07:22:25.000,01 BROOKLYN,Noise - Commercial,2019-05-05T00:46:01.000,NORTH 12 STREET,NORTH 11 STREET,Loud Music/Party,2019-05-05T08:46:01.000,Precinct,44 BERRY STREET,11249,,,40.72104319440276,"{'type': 'Point', 'coordinates': [-73.956431125035, 40.721043194403]}",Store/Commercial,-73.9564311250355,MOBILE,BROOKLYN,Unspecified,2019-05-05T07:22:25.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BERRY STREET,,,42585456,996327,201975
341,BLOCKFACE,NYPD,New York City Police Department,,QUEENS,,,,FAR ROCKAWAY,2019-05-05T06:00:31.000,14 QUEENS,Noise - Street/Sidewalk,2019-05-05T00:46:03.000,DAVIES ROAD,FRISCO AVENUE,Loud Music/Party,2019-05-05T08:46:03.000,Precinct,BEACH 13 STREET,11691,,,40.59965149544206,"{'type': 'Point', 'coordinates': [-73.747070380011, 40.599651495442]}",Street/Sidewalk,-73.74707038001117,PHONE,QUEENS,Unspecified,2019-05-05T06:00:31.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,BEACH 13 STREET,,,42585476,1054488,157847
342,ADDRESS,NYPD,New York City Police Department,3030510046,BROOKLYN,,,,BROOKLYN,2019-05-05T06:48:48.000,01 BROOKLYN,Noise - Residential,2019-05-05T00:46:20.000,MONTROSE AVENUE,MESEROLE STREET,Loud Music/Party,2019-05-05T08:46:20.000,Precinct,120 LEONARD STREET,11206,,,40.707584239373645,"{'type': 'Point', 'coordinates': [-73.946614827278, 40.707584239374]}",Residential Building/House,-73.9466148272782,ONLINE,BROOKLYN,Unspecified,2019-05-05T06:48:48.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,LEONARD STREET,,,42586636,999051,197073
343,ADDRESS,NYPD,New York City Police Department,4035380027,QUEENS,,,,RIDGEWOOD,2019-05-05T04:01:14.000,05 QUEENS,Noise - Residential,2019-05-05T00:46:39.000,71 AVENUE,MYRTLE AVENUE,Loud Music/Party,2019-05-05T08:46:39.000,Precinct,71-12 FRESH POND ROAD,11385,,,40.70163638978325,"{'type': 'Point', 'coordinates': [-73.894876531234, 40.701636389783]}",Residential Building/House,-73.89487653123398,PHONE,QUEENS,Unspecified,2019-05-05T04:01:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,FRESH POND ROAD,,,42591028,1013398,194919
344,ADDRESS,NYPD,New York City Police Department,2036370001,BRONX,,,,BRONX,2019-05-05T01:06:35.000,09 BRONX,Noise - Residential,2019-05-05T00:47:06.000,LAFAYETTE AVENUE,STORY AVENUE,Loud Music/Party,2019-05-05T08:47:06.000,Precinct,805 TAYLOR AVENUE,10473,,,40.82158124360711,"{'type': 'Point', 'coordinates': [-73.86304039392, 40.821581243607]}",Residential Building/House,-73.86304039392026,PHONE,BRONX,Unspecified,2019-05-05T01:06:35.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,TAYLOR AVENUE,,,42589851,1022157,238631
345,ADDRESS,NYPD,New York City Police Department,3050260085,BROOKLYN,,,,BROOKLYN,2019-05-05T00:53:59.000,09 BROOKLYN,Noise - Street/Sidewalk,2019-05-05T00:47:11.000,DEAD END,FLATBUSH AVENUE,Loud Music/Party,2019-05-05T08:47:11.000,Precinct,2100 BEEKMAN PLACE,11225,,,40.659998407531084,"{'type': 'Point', 'coordinates': [-73.960997983209, 40.659998407531]}",Street/Sidewalk,-73.96099798320904,MOBILE,BROOKLYN,Unspecified,2019-05-05T00:53:59.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BEEKMAN PLACE,,,42584905,995071,179734
