date,boro,cause_1,cause_10,cause_11,cause_12,cause_13,cause_14,cause_15,cause_2,cause_3,cause_4,cause_5,cause_6,cause_7,cause_8,cause_9,complaints,events_1,events_10,events_11,events_12,events_13,events_14,events_15,events_2,events_3,events_4,events_5,events_6,events_7,events_8,events_9
2019-02-16,STATEN ISLAND,Request Large Bulky Item Collection,Noise - Commercial,Derelict Vehicle,Noise - Vehicle,UNSANITARY CONDITION,Sewer,HEAT/HOT WATER,Street Condition,Noise,Missed Collection (All Materials),Illegal Parking,Electronics Waste,Water System,Noise - Residential,Dirty Conditions,"(356,)",38,15.0,14.0,14.0,10.0,9.0,8.0,33,29.0,28.0,26.0,24.0,18.0,18.0,15.0
2019-02-16,Unspecified,Benefit Card Replacement,Consumer Complaint,Street Condition,Forms,Housing Options,Taxi Compliment,,HPD Literature Request,Highway Condition,Illegal Parking,Maintenance or Facility,Blocked Driveway,SCRIE,Derelict Vehicles,Ferry Inquiry,"(49,)",17,1.0,1.0,1.0,1.0,1.0,,9,8.0,4.0,2.0,1.0,1.0,1.0,1.0
2019-02-17,NYC,HEAT/HOT WATER,UNSANITARY CONDITION,PLUMBING,Water System,Electronics Waste,Noise - Street/Sidewalk,Derelict Vehicle,Noise - Residential,Illegal Parking,Blocked Driveway,Request Large Bulky Item Collection,Noise - Commercial,Noise,Street Condition,Missed Collection (All Materials),"(5267,)",940,105.0,98.0,96.0,85.0,83.0,77.0,815,400.0,362.0,329.0,205.0,133.0,126.0,113.0
2019-02-17,BRONX,HEAT/HOT WATER,Noise - Street/Sidewalk,FLOORING/STAIRS,Noise,DOOR/WINDOW,Request Large Bulky Item Collection,Street Condition,Noise - Residential,Blocked Driveway,Illegal Parking,PLUMBING,PAINT/PLASTER,UNSANITARY CONDITION,Noise - Commercial,Rodent,"(1078,)",352,13.0,13.0,12.0,11.0,11.0,10.0,249,70.0,53.0,41.0,29.0,27.0,16.0,15.0
2019-02-17,BROOKLYN,HEAT/HOT WATER,Electronics Waste,Sanitation Condition,Derelict Vehicles,Street Condition,PLUMBING,Water System,Noise - Residential,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Commercial,Missed Collection (All Materials),UNSANITARY CONDITION,Noise,"(1632,)",262,35.0,30.0,28.0,27.0,25.0,24.0,230,135.0,128.0,128.0,92.0,54.0,38.0,37.0
2019-02-17,MANHATTAN,Noise - Residential,Street Condition,Noise - Vehicle,Taxi Complaint,PAINT/PLASTER,Food Establishment,Traffic Signal Condition,HEAT/HOT WATER,Noise - Commercial,Noise,Illegal Parking,Noise - Street/Sidewalk,Request Large Bulky Item Collection,For Hire Vehicle Complaint,UNSANITARY CONDITION,"(987,)",202,24.0,18.0,17.0,15.0,13.0,13.0,166,61.0,48.0,46.0,38.0,26.0,25.0,25.0
2019-02-17,QUEENS,Illegal Parking,Noise - Commercial,Building/Use,Missed Collection (All Materials),Noise - Vehicle,PLUMBING,Street Light Condition,Blocked Driveway,HEAT/HOT WATER,Request Large Bulky Item Collection,Noise - Residential,Street Condition,Water System,Derelict Vehicle,Noise,"(1263,)",148,31.0,29.0,26.0,23.0,21.0,16.0,146,146.0,124.0,122.0,47.0,42.0,36.0,34.0
2019-02-17,STATEN ISLAND,Electronics Waste,Water System,Sanitation Condition,Blocked Driveway,General Construction/Plumbing,Noise - Commercial,Sewer,Request Large Bulky Item Collection,Illegal Parking,Missed Collection (All Materials),Street Condition,HEAT/HOT WATER,Noise - Residential,Dirty Conditions,Derelict Vehicle,"(258,)",37,9.0,9.0,8.0,5.0,5.0,4.0,33,23.0,21.0,16.0,14.0,12.0,10.0,9.0
2019-02-17,Unspecified,Benefit Card Replacement,Maintenance or Facility,DCA / DOH New License Application Request,Ferry Complaint,Street Sign - Missing,,,Highway Condition,HPD Literature Request,Bridge Condition,For Hire Vehicle Complaint,Question,Ferry Inquiry,Illegal Parking,Street Condition,"(49,)",11,2.0,1.0,1.0,1.0,,,10,7.0,6.0,2.0,2.0,2.0,2.0,2.0
2019-02-18,NYC,HEAT/HOT WATER,PAINT/PLASTER,Electronics Waste,General Construction/Plumbing,Water System,Sanitation Condition,Traffic Signal Condition,Request Large Bulky Item Collection,Noise - Residential,Illegal Parking,Blocked Driveway,Street Condition,Noise,PLUMBING,UNSANITARY CONDITION,"(5735,)",849,129.0,124.0,119.0,111.0,90.0,86.0,562,477.0,349.0,320.0,234.0,187.0,133.0,130.0
2019-02-18,BRONX,HEAT/HOT WATER,WATER LEAK,Noise,Elevator,GENERAL,Derelict Vehicles,DOOR/WINDOW,Noise - Residential,Blocked Driveway,Illegal Parking,PAINT/PLASTER,Street Condition,UNSANITARY CONDITION,Request Large Bulky Item Collection,PLUMBING,"(1065,)",309,23.0,18.0,18.0,17.0,17.0,17.0,130,56.0,48.0,44.0,37.0,37.0,33.0,31.0
2019-02-18,BROOKLYN,HEAT/HOT WATER,Noise,General Construction/Plumbing,PLUMBING,Derelict Vehicles,WATER LEAK,Noise - Commercial,Request Large Bulky Item Collection,Blocked Driveway,Noise - Residential,Illegal Parking,Street Condition,Electronics Waste,UNSANITARY CONDITION,PAINT/PLASTER,"(1800,)",255,45.0,45.0,41.0,38.0,36.0,35.0,223,128.0,115.0,102.0,60.0,53.0,48.0,46.0
2019-02-18,MANHATTAN,HEAT/HOT WATER,General Construction/Plumbing,Noise - Commercial,DOOR/WINDOW,Noise - Street/Sidewalk,Water System,Food Establishment,Noise - Residential,Noise,Request Large Bulky Item Collection,Illegal Parking,PLUMBING,Street Condition,UNSANITARY CONDITION,PAINT/PLASTER,"(1054,)",190,24.0,23.0,23.0,21.0,20.0,14.0,138,73.0,50.0,47.0,39.0,31.0,27.0,25.0
2019-02-18,QUEENS,Request Large Bulky Item Collection,General Construction/Plumbing,Sanitation Condition,Taxi Complaint,Derelict Vehicles,Building/Use,Electronics Waste,Illegal Parking,Blocked Driveway,Noise - Residential,HEAT/HOT WATER,Street Condition,Noise,Water System,Derelict Vehicle,"(1408,)",211,36.0,34.0,28.0,26.0,26.0,26.0,123,117.0,86.0,84.0,77.0,44.0,43.0,38.0
2019-02-18,STATEN ISLAND,Electronics Waste,Sanitation Condition,Noise - Residential,Noise,Missed Collection (All Materials),General Construction/Plumbing,Curb Condition,Request Large Bulky Item Collection,Street Condition,Illegal Parking,Dirty Conditions,Water System,Blocked Driveway,HEAT/HOT WATER,Derelict Vehicle,"(318,)",45,8.0,7.0,7.0,6.0,6.0,5.0,45,29.0,27.0,23.0,12.0,12.0,11.0,9.0
2019-02-18,Unspecified,Highway Condition,Consumer Complaint,Maintenance or Facility,Question,Noise - Street/Sidewalk,Highway Sign - Dangling,Forms,Benefit Card Replacement,DOF Parking - Payment Issue,HPD Literature Request,DOF Parking - Request Copy,Bridge Condition,DCA / DOH New License Application Request,Ferry Inquiry,Illegal Parking,"(90,)",21,2.0,2.0,2.0,1.0,1.0,1.0,14,12.0,7.0,6.0,5.0,5.0,3.0,2.0
2019-02-19,NYC,HEAT/HOT WATER,PAINT/PLASTER,PLUMBING,Water System,Noise,General Construction/Plumbing,DOOR/WINDOW,Request Large Bulky Item Collection,Noise - Residential,Illegal Parking,Graffiti,Blocked Driveway,Street Condition,Street Light Condition,UNSANITARY CONDITION,"(8304,)",1179,218.0,190.0,187.0,183.0,152.0,145.0,597,446.0,391.0,379.0,336.0,275.0,258.0,253.0
2019-02-19,BRONX,HEAT/HOT WATER,Blocked Driveway,Illegal Parking,FLOORING/STAIRS,GENERAL,WATER LEAK,Street Condition,Noise - Residential,Graffiti,UNSANITARY CONDITION,PAINT/PLASTER,DOOR/WINDOW,PLUMBING,Street Light Condition,Request Large Bulky Item Collection,"(1647,)",386,41.0,38.0,38.0,37.0,32.0,28.0,137,121.0,86.0,76.0,67.0,59.0,44.0,43.0
2019-02-19,BROOKLYN,HEAT/HOT WATER,PAINT/PLASTER,Electronics Waste,Water System,PLUMBING,General Construction/Plumbing,Derelict Vehicles,Request Large Bulky Item Collection,Graffiti,Illegal Parking,Blocked Driveway,Noise - Residential,Street Light Condition,UNSANITARY CONDITION,Street Condition,"(2613,)",344,75.0,56.0,55.0,52.0,52.0,51.0,205,184.0,151.0,144.0,132.0,91.0,77.0,76.0
2019-02-19,MANHATTAN,HEAT/HOT WATER,UNSANITARY CONDITION,Construction Safety Enforcement,Street Light Condition,General Construction/Plumbing,Water System,DOOR/WINDOW,Noise - Residential,Graffiti,Request Large Bulky Item Collection,Noise,Illegal Parking,PLUMBING,PAINT/PLASTER,Street Condition,"(1505,)",260,43.0,33.0,32.0,30.0,27.0,26.0,99,66.0,64.0,62.0,60.0,56.0,47.0,44.0
2019-02-19,QUEENS,Request Large Bulky Item Collection,Derelict Vehicles,Dirty Conditions,Noise,DOF Property - Reduction Issue,Traffic Signal Condition,UNSANITARY CONDITION,HEAT/HOT WATER,Blocked Driveway,Illegal Parking,Street Condition,Water System,Noise - Residential,Street Light Condition,Derelict Vehicle,"(1928,)",222,56.0,49.0,47.0,44.0,42.0,41.0,180,137.0,117.0,89.0,73.0,70.0,67.0,60.0
2019-02-19,STATEN ISLAND,Request Large Bulky Item Collection,DOF Property - Reduction Issue,DOF Property - Payment Issue,Blocked Driveway,Borough Office,HEAT/HOT WATER,Sidewalk Condition,Electronics Waste,Street Condition,Illegal Parking,Street Light Condition,Noise,Derelict Vehicle,General Construction/Plumbing,Construction Safety Enforcement,"(452,)",63,13.0,11.0,11.0,11.0,9.0,9.0,42,34.0,24.0,21.0,15.0,14.0,14.0,14.0
2019-02-19,Unspecified,Benefit Card Replacement,DOF Parking - Request Copy,Forms,Bridge Condition,Ferry Inquiry,Consumer Complaint,Non-Emergency Police Matter,DOF Parking - Payment Issue,HPD Literature Request,Highway Condition,Question,DCA / DOH New License Application Request,Street Condition,DOF Parking - Request Status,Street Light Condition,"(159,)",66,3.0,2.0,2.0,2.0,2.0,1.0,27,12.0,12.0,6.0,5.0,4.0,3.0,3.0
2019-02-20,NYC,HEAT/HOT WATER,PLUMBING,Noise,Traffic Signal Condition,DOOR/WINDOW,Missed Collection (All Materials),Water System,Request Large Bulky Item Collection,Noise - Residential,Illegal Parking,Blocked Driveway,UNSANITARY CONDITION,Street Condition,PAINT/PLASTER,Street Light Condition,"(7312,)",1156,183.0,163.0,158.0,138.0,133.0,117.0,502,463.0,418.0,323.0,256.0,228.0,221.0,216.0
2019-02-20,BRONX,HEAT/HOT WATER,WATER LEAK,FLOORING/STAIRS,Request Large Bulky Item Collection,Street Light Condition,GENERAL,ELECTRIC,Noise - Residential,UNSANITARY CONDITION,PAINT/PLASTER,PLUMBING,Street Condition,DOOR/WINDOW,Blocked Driveway,Illegal Parking,"(1571,)",413,42.0,41.0,39.0,30.0,29.0,23.0,148,102.0,101.0,73.0,66.0,59.0,52.0,48.0
2019-02-20,BROOKLYN,HEAT/HOT WATER,PLUMBING,Missed Collection (All Materials),General Construction/Plumbing,Noise,DOOR/WINDOW,FLOORING/STAIRS,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Residential,UNSANITARY CONDITION,Street Light Condition,Traffic Signal Condition,PAINT/PLASTER,"(2287,)",329,53.0,53.0,52.0,45.0,43.0,40.0,150,132.0,118.0,106.0,88.0,86.0,76.0,71.0
2019-02-20,MANHATTAN,HEAT/HOT WATER,WATER LEAK,Homeless Person Assistance,Street Light Condition,DOOR/WINDOW,General Construction/Plumbing,GENERAL,Noise - Residential,Noise,Request Large Bulky Item Collection,Illegal Parking,UNSANITARY CONDITION,PAINT/PLASTER,PLUMBING,Street Condition,"(1307,)",244,27.0,27.0,25.0,23.0,20.0,20.0,119,75.0,66.0,52.0,42.0,38.0,37.0,28.0
2019-02-20,QUEENS,Request Large Bulky Item Collection,Missed Collection (All Materials),Derelict Vehicle,Sanitation Condition,Noise,Building/Use,Derelict Vehicles,HEAT/HOT WATER,Illegal Parking,Blocked Driveway,Noise - Residential,Street Condition,Street Light Condition,Traffic Signal Condition,Water System,"(1649,)",200,42.0,37.0,34.0,34.0,32.0,28.0,156,151.0,135.0,76.0,76.0,58.0,49.0,42.0
2019-02-20,STATEN ISLAND,Request Large Bulky Item Collection,Street Light Condition,Blocked Driveway,DOF Property - Reduction Issue,DOF Property - Request Copy,PAINT/PLASTER,Traffic Signal Condition,Illegal Parking,Electronics Waste,Street Condition,Water System,Missed Collection (All Materials),Dirty Conditions,HEAT/HOT WATER,Noise - Residential,"(371,)",47,13.0,12.0,10.0,8.0,7.0,6.0,32,29.0,22.0,21.0,21.0,15.0,14.0,14.0
2019-02-20,Unspecified,Benefit Card Replacement,Street Condition,Ferry Inquiry,SCRIE,Street Sign - Damaged,Maintenance or Facility,Ferry Complaint,DOF Parking - Payment Issue,HPD Literature Request,Highway Condition,DCA / DOH New License Application Request,Bridge Condition,Question,Street Light Condition,Illegal Parking,"(127,)",45,2.0,2.0,2.0,2.0,2.0,2.0,15,12.0,7.0,7.0,6.0,4.0,4.0,3.0
2019-02-21,NYC,HEAT/HOT WATER,Noise,PLUMBING,WATER LEAK,Traffic Signal Condition,General Construction/Plumbing,Water System,Request Large Bulky Item Collection,Noise - Residential,Illegal Parking,Blocked Driveway,Street Condition,Street Light Condition,UNSANITARY CONDITION,PAINT/PLASTER,"(7410,)",647,229.0,227.0,191.0,164.0,156.0,132.0,547,472.0,398.0,318.0,314.0,265.0,264.0,252.0
2019-02-21,BRONX,HEAT/HOT WATER,Illegal Parking,DOOR/WINDOW,Blocked Driveway,FLOORING/STAIRS,Traffic Signal Condition,ELECTRIC,Noise - Residential,PAINT/PLASTER,UNSANITARY CONDITION,PLUMBING,Street Light Condition,WATER LEAK,Request Large Bulky Item Collection,Street Condition,"(1371,)",219,46.0,45.0,43.0,29.0,23.0,22.0,136,95.0,90.0,76.0,65.0,63.0,48.0,47.0
2019-02-21,BROOKLYN,Request Large Bulky Item Collection,Street Condition,Traffic Signal Condition,PLUMBING,Noise,General Construction/Plumbing,DOOR/WINDOW,HEAT/HOT WATER,Illegal Parking,Blocked Driveway,Noise - Residential,PAINT/PLASTER,Street Light Condition,UNSANITARY CONDITION,WATER LEAK,"(2322,)",209,70.0,70.0,61.0,57.0,48.0,46.0,175,139.0,110.0,105.0,86.0,84.0,84.0,79.0
2019-02-21,MANHATTAN,HEAT/HOT WATER,Street Light Condition,GENERAL,Noise - Street/Sidewalk,UNSANITARY CONDITION,WATER LEAK,FLOORING/STAIRS,Noise - Residential,Noise,Street Condition,PLUMBING,Request Large Bulky Item Collection,Illegal Parking,PAINT/PLASTER,General Construction/Plumbing,"(1412,)",162,39.0,38.0,38.0,37.0,29.0,26.0,126,90.0,64.0,63.0,55.0,55.0,52.0,42.0
2019-02-21,QUEENS,Request Large Bulky Item Collection,Traffic Signal Condition,UNSANITARY CONDITION,Sewer,Noise,General Construction/Plumbing,Noise - Vehicle,Blocked Driveway,Illegal Parking,Street Condition,Noise - Residential,HEAT/HOT WATER,Street Light Condition,Derelict Vehicle,Water System,"(1779,)",181,51.0,47.0,45.0,44.0,38.0,38.0,142,129.0,95.0,94.0,87.0,67.0,62.0,55.0
2019-02-21,STATEN ISLAND,Request Large Bulky Item Collection,Sustainability Enforcement,Derelict Vehicle,Water System,DOF Property - Update Account,DOF Property - Reduction Issue,General Construction/Plumbing,Street Condition,Electronics Waste,Illegal Parking,Noise,Dirty Conditions,Blocked Driveway,Sewer,Noise - Residential,"(393,)",54,11.0,11.0,9.0,8.0,8.0,7.0,37,29.0,28.0,27.0,16.0,14.0,13.0,11.0
2019-02-21,Unspecified,Benefit Card Replacement,Forms,Street Light Condition,Traffic Signal Condition,DOF Parking - DMV Clearance,SCRIE,Bridge Condition,Highway Condition,HPD Literature Request,DOF Parking - Payment Issue,DCA / DOH New License Application Request,DOF Parking - Request Copy,Question,Highway Sign - Missing,Damaged Tree,"(133,)",37,3.0,3.0,3.0,2.0,2.0,2.0,18,15.0,12.0,7.0,7.0,4.0,3.0,3.0
2019-02-22,NYC,HEAT/HOT WATER,Water System,PLUMBING,Noise,General Construction/Plumbing,DOOR/WINDOW,Sanitation Condition,Noise - Residential,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Street Condition,UNSANITARY CONDITION,Street Light Condition,PAINT/PLASTER,"(7127,)",634,174.0,172.0,147.0,145.0,138.0,124.0,566,492.0,474.0,347.0,255.0,224.0,215.0,181.0
2019-02-22,BRONX,HEAT/HOT WATER,DOOR/WINDOW,GENERAL,Derelict Vehicles,WATER LEAK,Building/Use,ELECTRIC,Noise - Residential,Illegal Parking,PLUMBING,Blocked Driveway,PAINT/PLASTER,UNSANITARY CONDITION,Street Light Condition,Request Large Bulky Item Collection,"(1273,)",214,35.0,30.0,27.0,25.0,24.0,23.0,166,64.0,56.0,53.0,53.0,53.0,50.0,43.0
2019-02-22,BROOKLYN,Request Large Bulky Item Collection,General Construction/Plumbing,PLUMBING,Street Light Condition,DOOR/WINDOW,Street Condition,Noise - Commercial,Illegal Parking,HEAT/HOT WATER,Noise - Residential,Blocked Driveway,UNSANITARY CONDITION,Water System,Borough Office,PAINT/PLASTER,"(2260,)",196,63.0,62.0,60.0,60.0,54.0,51.0,168,163.0,132.0,124.0,82.0,73.0,70.0,66.0
2019-02-22,MANHATTAN,HEAT/HOT WATER,Water System,PLUMBING,Noise - Commercial,Rodent,DOOR/WINDOW,Street Light Condition,Noise - Residential,Illegal Parking,Noise,Street Condition,Request Large Bulky Item Collection,Noise - Street/Sidewalk,PAINT/PLASTER,UNSANITARY CONDITION,"(1285,)",166,28.0,28.0,26.0,26.0,24.0,22.0,145,83.0,61.0,52.0,48.0,40.0,35.0,33.0
2019-02-22,QUEENS,Request Large Bulky Item Collection,General Construction/Plumbing,Water System,Derelict Vehicles,Traffic Signal Condition,Noise,Sanitation Condition,Blocked Driveway,Illegal Parking,Noise - Residential,HEAT/HOT WATER,Street Condition,Street Light Condition,UNSANITARY CONDITION,Derelict Vehicle,"(1757,)",172,44.0,43.0,41.0,38.0,36.0,34.0,154,126.0,107.0,86.0,80.0,65.0,52.0,49.0
2019-02-22,STATEN ISLAND,Street Condition,Construction Safety Enforcement,Water System,Street Light Condition,Sanitation Condition,PLUMBING,DOF Property - Request Copy,Request Large Bulky Item Collection,Electronics Waste,Illegal Parking,Noise - Residential,Borough Office,Dirty Conditions,Derelict Vehicle,Noise,"(422,)",48,14.0,13.0,13.0,12.0,10.0,10.0,33,32.0,32.0,16.0,15.0,15.0,15.0,14.0
2019-02-22,Unspecified,Benefit Card Replacement,DOF Parking - Request Status,DCA / DOH New License Application Request,Taxi Compliment,DOF Parking - DMV Clearance,Maintenance or Facility,Housing - Low Income Senior,DOF Parking - Payment Issue,Highway Condition,HPD Literature Request,Street Condition,Street Light Condition,Broken Parking Meter,DOF Parking - Request Copy,For Hire Vehicle Complaint,"(130,)",29,3.0,3.0,3.0,2.0,2.0,2.0,21,18.0,14.0,5.0,5.0,4.0,4.0,3.0
2019-02-23,NYC,Noise - Residential,PLUMBING,Noise - Street/Sidewalk,Water System,Dirty Conditions,Derelict Vehicles,Broken Parking Meter,HEAT/HOT WATER,Illegal Parking,Request Large Bulky Item Collection,Blocked Driveway,Noise,Street Condition,Noise - Commercial,UNSANITARY CONDITION,"(5593,)",863,118.0,117.0,99.0,81.0,77.0,74.0,716,411.0,393.0,366.0,225.0,220.0,159.0,134.0
2019-02-23,BRONX,Noise - Residential,Noise - Commercial,Derelict Vehicles,Street Condition,WATER LEAK,FLOORING/STAIRS,Noise,HEAT/HOT WATER,Blocked Driveway,Illegal Parking,UNSANITARY CONDITION,PLUMBING,PAINT/PLASTER,Request Large Bulky Item Collection,DOOR/WINDOW,"(1004,)",225,23.0,23.0,21.0,15.0,14.0,13.0,215,60.0,53.0,46.0,40.0,33.0,27.0,26.0
2019-02-23,BROOKLYN,HEAT/HOT WATER,Noise - Street/Sidewalk,Electronics Waste,Water System,Dirty Conditions,Derelict Vehicles,Sanitation Condition,Noise - Residential,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise,Noise - Commercial,Street Condition,PLUMBING,"(1737,)",266,40.0,38.0,36.0,31.0,30.0,30.0,247,130.0,116.0,106.0,60.0,60.0,56.0,46.0
2019-02-23,MANHATTAN,Noise - Residential,Broken Parking Meter,Taxi Complaint,UNSANITARY CONDITION,PLUMBING,Noise - Vehicle,Water System,HEAT/HOT WATER,Noise,Noise - Street/Sidewalk,Request Large Bulky Item Collection,Illegal Parking,Noise - Commercial,For Hire Vehicle Complaint,Street Condition,"(1135,)",233,30.0,27.0,24.0,20.0,18.0,15.0,113,95.0,51.0,51.0,50.0,47.0,36.0,31.0
2019-02-23,QUEENS,Blocked Driveway,Derelict Vehicle,Building/Use,Noise - Commercial,Noise - Vehicle,Sanitation Condition,Dirty Conditions,Illegal Parking,Request Large Bulky Item Collection,Noise - Residential,HEAT/HOT WATER,Street Condition,Noise,UNSANITARY CONDITION,Water System,"(1418,)",175,33.0,28.0,28.0,24.0,23.0,22.0,162,149.0,145.0,119.0,74.0,38.0,37.0,35.0
2019-02-23,STATEN ISLAND,Request Large Bulky Item Collection,Building/Use,Dirty Conditions,Animal Abuse,Derelict Vehicles,General Construction/Plumbing,Sanitation Condition,Illegal Parking,Street Condition,Electronics Waste,Noise,Noise - Residential,Blocked Driveway,Water System,Derelict Vehicle,"(244,)",36,6.0,6.0,6.0,6.0,5.0,5.0,30,29.0,23.0,19.0,13.0,11.0,7.0,6.0
2019-02-23,Unspecified,Benefit Card Replacement,Taxi Complaint,Forms,DOF Parking - Request Copy,Broken Parking Meter,Street Sign - Damaged,Taxi Report,Highway Condition,Street Condition,HPD Literature Request,Bridge Condition,Non-Emergency Police Matter,For Hire Vehicle Complaint,Animal Abuse,DOF Parking - Payment Issue,"(55,)",13,1.0,1.0,1.0,1.0,1.0,1.0,12,9.0,5.0,1.0,1.0,1.0,1.0,1.0
2019-02-24,NYC,Noise - Residential,Sewer,Noise - Vehicle,PLUMBING,Noise,Water System,WATER LEAK,HEAT/HOT WATER,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Street Condition,Noise - Commercial,UNSANITARY CONDITION,Traffic Signal Condition,"(5518,)",785,115.0,109.0,105.0,97.0,90.0,87.0,607,499.0,478.0,342.0,222.0,160.0,127.0,124.0
2019-02-24,BRONX,Noise - Residential,PAINT/PLASTER,Noise - Commercial,GENERAL,Traffic Signal Condition,Noise - Street/Sidewalk,Missed Collection (All Materials),HEAT/HOT WATER,Blocked Driveway,Illegal Parking,UNSANITARY CONDITION,Request Large Bulky Item Collection,PLUMBING,Street Condition,WATER LEAK,"(1106,)",268,25.0,21.0,16.0,12.0,11.0,11.0,247,69.0,49.0,46.0,35.0,35.0,33.0,30.0
2019-02-24,BROOKLYN,Request Large Bulky Item Collection,PAINT/PLASTER,UNSANITARY CONDITION,PLUMBING,Electronics Waste,Sewer,WATER LEAK,HEAT/HOT WATER,Noise - Residential,Illegal Parking,Blocked Driveway,Noise - Commercial,Street Condition,Traffic Signal Condition,Water System,"(1705,)",201,36.0,33.0,32.0,31.0,28.0,26.0,188,177.0,175.0,116.0,65.0,53.0,52.0,36.0
2019-02-24,MANHATTAN,Noise - Residential,For Hire Vehicle Complaint,UNSANITARY CONDITION,Traffic Signal Condition,Taxi Complaint,Noise - Vehicle,WATER LEAK,HEAT/HOT WATER,Illegal Parking,Noise - Commercial,Request Large Bulky Item Collection,Noise - Street/Sidewalk,Street Condition,Noise,PLUMBING,"(1002,)",188,29.0,27.0,21.0,20.0,20.0,19.0,118,61.0,48.0,48.0,35.0,33.0,33.0,30.0
2019-02-24,QUEENS,Request Large Bulky Item Collection,Derelict Vehicle,Noise,Missed Collection (All Materials),Damaged Tree,Noise - Commercial,Dirty Conditions,Illegal Parking,Noise - Residential,Blocked Driveway,Street Condition,Noise - Vehicle,Sewer,HEAT/HOT WATER,Traffic Signal Condition,"(1384,)",175,33.0,29.0,26.0,26.0,24.0,24.0,158,138.0,138.0,89.0,58.0,55.0,52.0,38.0
2019-02-24,STATEN ISLAND,Request Large Bulky Item Collection,Derelict Vehicle,Water System,Street Light Condition,General Construction/Plumbing,Derelict Vehicles,Street Sign - Damaged,Illegal Parking,Electronics Waste,Sewer,Dirty Conditions,Noise - Residential,Missed Collection (All Materials),Street Condition,Sanitation Condition,"(255,)",40,8.0,7.0,6.0,5.0,5.0,3.0,35,27.0,15.0,14.0,14.0,13.0,13.0,9.0
2019-02-24,Unspecified,Highway Condition,Street Sign - Dangling,Taxi Complaint,For Hire Vehicle Report,Non-Emergency Police Matter,Question,Street Condition,HPD Literature Request,Benefit Card Replacement,Consumer Complaint,DOF Parking - Payment Issue,Highway Sign - Damaged,DCA / DOH New License Application Request,Bridge Condition,Maintenance or Facility,"(66,)",28,1.0,1.0,1.0,1.0,1.0,1.0,10,7.0,2.0,2.0,2.0,2.0,1.0,1.0
2019-02-25,NYC,HEAT/HOT WATER,Street Light Condition,General Construction/Plumbing,Traffic Signal Condition,PAINT/PLASTER,PLUMBING,Noise,Request Large Bulky Item Collection,Illegal Parking,Damaged Tree,Street Condition,Graffiti,Blocked Driveway,Noise - Residential,UNSANITARY CONDITION,"(9217,)",1046,302.0,275.0,258.0,198.0,183.0,172.0,661,456.0,436.0,385.0,367.0,365.0,323.0,308.0
2019-02-25,BRONX,HEAT/HOT WATER,DOOR/WINDOW,Street Light Condition,General Construction/Plumbing,Request Large Bulky Item Collection,WATER LEAK,ELECTRIC,Noise - Residential,UNSANITARY CONDITION,Blocked Driveway,PLUMBING,PAINT/PLASTER,Street Condition,Graffiti,Illegal Parking,"(1541,)",315,52.0,51.0,43.0,39.0,37.0,33.0,100,93.0,77.0,67.0,64.0,61.0,58.0,57.0
2019-02-25,BROOKLYN,HEAT/HOT WATER,UNSANITARY CONDITION,Noise - Residential,Street Condition,Water System,PAINT/PLASTER,PLUMBING,Request Large Bulky Item Collection,Graffiti,Illegal Parking,Damaged Tree,Blocked Driveway,Street Light Condition,General Construction/Plumbing,Traffic Signal Condition,"(3190,)",345,107.0,103.0,97.0,70.0,69.0,65.0,256,215.0,168.0,143.0,124.0,123.0,111.0,109.0
2019-02-25,MANHATTAN,HEAT/HOT WATER,Graffiti,PAINT/PLASTER,Traffic Signal Condition,PLUMBING,DOOR/WINDOW,GENERAL,Request Large Bulky Item Collection,Noise - Residential,UNSANITARY CONDITION,Illegal Parking,General Construction/Plumbing,Noise,Street Condition,Street Light Condition,"(1500,)",216,46.0,41.0,39.0,38.0,34.0,29.0,68,67.0,64.0,62.0,58.0,57.0,55.0,51.0
2019-02-25,QUEENS,Request Large Bulky Item Collection,General Construction/Plumbing,Building/Use,Sewer,Graffiti,Noise,Water System,Damaged Tree,HEAT/HOT WATER,Illegal Parking,Blocked Driveway,Street Condition,Traffic Signal Condition,Street Light Condition,Derelict Vehicle,"(2299,)",244,53.0,50.0,49.0,48.0,46.0,44.0,171,163.0,150.0,148.0,101.0,83.0,62.0,61.0
2019-02-25,STATEN ISLAND,Damaged Tree,Sanitation Condition,Street Sign - Dangling,Overgrown Tree/Branches,Dead/Dying Tree,Sidewalk Condition,Water System,Street Condition,Request Large Bulky Item Collection,Electronics Waste,Dirty Conditions,Illegal Parking,Street Light Condition,General Construction/Plumbing,Noise - Residential,"(519,)",80,10.0,9.0,9.0,9.0,9.0,8.0,69,54.0,36.0,25.0,16.0,14.0,10.0,10.0
