,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
1572,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,,12 BRONX,Rodent,2019-06-02T04:35:28.000,,,Rat Sighting,2019-07-02T04:35:28.000,N/A,3780 WILLETT AVENUE,10467,,,,40.88382147844184,"{'type': 'Point', 'coordinates': [-73.864123676742, 40.883821478442]}",1-2 Family Dwelling,-73.86412367674178,MOBILE,BRONX,Unspecified,2019-06-02T04:38:26.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Pending,WILLETT AVENUE,,,42846469,1021822,261307
1573,INTERSECTION,NYPD,New York City Police Department,,QUEENS,,,,CORONA,2019-06-02T06:22:11.000,03 QUEENS,Noise - Vehicle,2019-06-02T04:36:09.000,,,Car/Truck Music,2019-06-02T12:36:09.000,Precinct,,11368,35 AVENUE,104 STREET,,40.75491856310684,"{'type': 'Point', 'coordinates': [-73.86426389626, 40.754918563107]}",Street/Sidewalk,-73.8642638962597,PHONE,QUEENS,Unspecified,2019-06-02T06:22:11.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,,42847620,1021856,214343
1574,ADDRESS,NYPD,New York City Police Department,,BRONX,,,,BRONX,2019-06-02T10:54:03.000,12 BRONX,Noise - Residential,2019-06-02T04:36:15.000,EAST 211 STREET,EAST 213 STREET,Loud Music/Party,2019-06-02T12:36:15.000,Precinct,3532 BARNES AVENUE,10467,,,,40.87769511155057,"{'type': 'Point', 'coordinates': [-73.861633859072, 40.877695111551]}",Residential Building/House,-73.86163385907214,PHONE,BRONX,Unspecified,2019-06-02T10:54:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BARNES AVENUE,,,42847188,1022514,259076
1575,ADDRESS,NYPD,New York City Police Department,2031820028,BRONX,,,,BRONX,2019-06-02T08:00:06.000,05 BRONX,Noise - Commercial,2019-06-02T04:36:28.000,WALTON AVENUE,MORRIS AVENUE,Loud Music/Party,2019-06-02T12:36:28.000,Precinct,50 EAST 183 STREET,10453,,,,40.858329230771886,"{'type': 'Point', 'coordinates': [-73.902632560852, 40.858329230772]}",Store/Commercial,-73.90263256085211,PHONE,BRONX,Unspecified,2019-06-02T08:00:06.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST 183 STREET,,,42848272,1011184,252005
1576,ADDRESS,NYPD,New York City Police Department,2030150017,BRONX,,,,BRONX,2019-06-02T06:29:21.000,03 BRONX,Noise - Street/Sidewalk,2019-06-02T04:36:52.000,EAST 173 STREET,EAST 174 STREET,Loud Music/Party,2019-06-02T12:36:52.000,Precinct,1704 BOONE AVENUE,10460,,,,40.834984649073704,"{'type': 'Point', 'coordinates': [-73.883922091458, 40.834984649074]}",Street/Sidewalk,-73.88392209145788,ONLINE,BRONX,Unspecified,2019-06-02T06:29:21.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,BOONE AVENUE,,,42845883,1016371,243506
1577,ADDRESS,NYPD,New York City Police Department,2024530035,BRONX,,,,BRONX,2019-06-02T17:46:12.000,04 BRONX,Noise - Street/Sidewalk,2019-06-02T04:37:50.000,EAST 167 STREET,EAST 168 STREET,Loud Music/Party,2019-06-02T12:37:50.000,Precinct,1226 SHERMAN AVENUE,10456,,,,40.83456191927017,"{'type': 'Point', 'coordinates': [-73.915423874187, 40.83456191927]}",Street/Sidewalk,-73.91542387418657,ONLINE,BRONX,Unspecified,2019-06-02T17:46:12.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,SHERMAN AVENUE,,,42847587,1007654,243342
1578,BLOCKFACE,NYPD,New York City Police Department,,QUEENS,,,,SOUTH OZONE PARK,2019-06-02T05:10:33.000,10 QUEENS,Noise - Residential,2019-06-02T04:39:54.000,127 STREET,128 STREET,Loud Music/Party,2019-06-02T12:39:54.000,Precinct,135 AVENUE,11420,,,,40.66896710532196,"{'type': 'Point', 'coordinates': [-73.812176709367, 40.668967105322]}",Residential Building/House,-73.81217670936681,PHONE,QUEENS,Unspecified,2019-06-02T05:10:34.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,135 AVENUE,,,42845466,1036354,183055
1579,ADDRESS,NYPD,New York City Police Department,3008300045,BROOKLYN,,,,BROOKLYN,2019-06-02T06:17:00.000,07 BROOKLYN,Blocked Driveway,2019-06-02T04:42:21.000,GOWANUS EXPWY EB EN BELT PKWY,4 AVENUE,No Access,2019-06-02T12:42:21.000,Precinct,375 56 STREET,11220,,,,40.64349394315673,"{'type': 'Point', 'coordinates': [-74.016687335605, 40.643493943157]}",Street/Sidewalk,-74.01668733560518,MOBILE,BROOKLYN,Unspecified,2019-06-02T06:17:00.000,The Police Department issued a summons in response to the complaint.,,Closed,56 STREET,,,42848121,979619,173719
1580,ADDRESS,TLC,Taxi and Limousine Commission,3033100010,BROOKLYN,,,,BROOKLYN,,04 BROOKLYN,Taxi Complaint,2019-06-02T04:42:24.000,IRVING AVENUE,WYCKOFF AVENUE,Driver Complaint,2019-06-16T04:42:24.000,N/A,310 BLEECKER STREET,11237,,,,40.70048169263414,"{'type': 'Point', 'coordinates': [-73.9159510157, 40.700481692634]}",,-73.91595101569993,ONLINE,BROOKLYN,Unspecified,,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,Open,BLEECKER STREET,,Other,42846340,1007555,194492
1581,ADDRESS,NYPD,New York City Police Department,3027840010,BROOKLYN,,,,BROOKLYN,2019-06-02T05:32:10.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-06-02T04:42:43.000,HUMBOLDT STREET,BUSHWICK AVENUE,Loud Talking,2019-06-02T12:42:43.000,Precinct,230 POWERS STREET,11211,,,,40.71258831879535,"{'type': 'Point', 'coordinates': [-73.941730367325, 40.712588318795]}",Street/Sidewalk,-73.94173036732457,PHONE,BROOKLYN,Unspecified,2019-06-02T05:32:10.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,POWERS STREET,,,42847606,1000404,198897
1582,ADDRESS,NYPD,New York City Police Department,2031460060,BRONX,,,,BRONX,2019-06-02T08:00:06.000,05 BRONX,Noise - Street/Sidewalk,2019-06-02T04:42:55.000,EAST 183 STREET,EAST 184 STREET,Loud Music/Party,2019-06-02T12:42:55.000,Precinct,2337 TIEBOUT AVENUE,10458,,,,40.857679045069176,"{'type': 'Point', 'coordinates': [-73.896675985303, 40.857679045069]}",Street/Sidewalk,-73.89667598530342,PHONE,BRONX,Unspecified,2019-06-02T08:00:06.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,TIEBOUT AVENUE,,,42848430,1012832,251770
1583,INTERSECTION,NYPD,New York City Police Department,,BRONX,,,,BRONX,2019-06-02T17:46:13.000,04 BRONX,Noise - Vehicle,2019-06-02T04:43:42.000,,,Car/Truck Music,2019-06-02T12:43:42.000,Precinct,,10452,WEST  167 STREET,ANDERSON AVENUE,,40.83602003789804,"{'type': 'Point', 'coordinates': [-73.924297579113, 40.836020037898]}",Street/Sidewalk,-73.92429757911273,ONLINE,BRONX,Unspecified,2019-06-02T17:46:13.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,,,,42845070,1005198,243871
1584,ADDRESS,NYPD,New York City Police Department,1020160050,MANHATTAN,,,,NEW YORK,2019-06-02T06:20:22.000,10 MANHATTAN,Noise - Vehicle,2019-06-02T04:43:55.000,WEST 148 STREET,WEST 149 STREET,Car/Truck Music,2019-06-02T12:43:55.000,Precinct,2569 ADAM CLAYTON POWELL JR BOULEVARD,10039,,,,40.82387157504691,"{'type': 'Point', 'coordinates': [-73.937438034195, 40.823871575047]}",Street/Sidewalk,-73.93743803419468,PHONE,MANHATTAN,Unspecified,2019-06-02T06:20:22.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,ADAM CLAYTON POWELL JR BOULEVARD,,,42845914,1001565,239442
1585,BLOCKFACE,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-06-02T05:19:55.000,05 BROOKLYN,Noise - Street/Sidewalk,2019-06-02T04:44:44.000,CHESTNUT STREET,EUCLID AVENUE,Loud Music/Party,2019-06-02T12:44:44.000,Precinct,JAMAICA AVENUE,11208,,,,40.688324889274575,"{'type': 'Point', 'coordinates': [-73.876197716139, 40.688324889275]}",Street/Sidewalk,-73.87619771613929,PHONE,BROOKLYN,Unspecified,2019-06-02T05:19:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,JAMAICA AVENUE,,,42850073,1018584,190076
1586,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,OZONE PARK,2019-06-02T08:37:54.000,09 QUEENS,Noise - Residential,2019-06-02T04:46:22.000,101 AVENUE,103 AVENUE,Loud Music/Party,2019-06-02T12:46:22.000,Precinct,101-25 95 STREET,11416,,,,40.683933566728115,"{'type': 'Point', 'coordinates': [-73.844765144256, 40.683933566728]}",Residential Building/House,-73.84476514425569,PHONE,QUEENS,Unspecified,2019-06-02T08:37:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,95 STREET,,,42847485,1027304,188490
1587,ADDRESS,NYPD,New York City Police Department,3073460063,BROOKLYN,,,,BROOKLYN,2019-06-02T17:36:59.000,15 BROOKLYN,Noise - Residential,2019-06-02T04:46:30.000,AVENUE U,AVENUE V,Banging/Pounding,2019-06-02T12:46:30.000,Precinct,2135 EAST 13 STREET,11229,,,,40.59779771083051,"{'type': 'Point', 'coordinates': [-73.958088753416, 40.597797710831]}",Residential Building/House,-73.95808875341633,MOBILE,BROOKLYN,Unspecified,2019-06-02T17:36:59.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,EAST 13 STREET,,,42847462,995889,157073
1588,ADDRESS,NYPD,New York City Police Department,3078330001,BROOKLYN,,,,BROOKLYN,2019-06-02T05:32:10.000,18 BROOKLYN,Blocked Driveway,2019-06-02T04:46:35.000,EAST 53 STREET,EAST 54 STREET,No Access,2019-06-02T12:46:35.000,Precinct,5323 AVENUE L,11234,,,,40.62376805884423,"{'type': 'Point', 'coordinates': [-73.924170882923, 40.623768058844]}",Street/Sidewalk,-73.92417088292281,PHONE,BROOKLYN,Unspecified,2019-06-02T05:32:10.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,AVENUE L,,,42843864,1005300,166541
1589,ADDRESS,NYPD,New York City Police Department,3018420058,BROOKLYN,,,,BROOKLYN,2019-06-02T05:59:52.000,03 BROOKLYN,Noise - Residential,2019-06-02T04:47:03.000,BEDFORD AVENUE,ARLINGTON PLACE,Loud Talking,2019-06-02T12:47:03.000,Precinct,1227 FULTON STREET,11216,,,,40.6805837989899,"{'type': 'Point', 'coordinates': [-73.952538485998, 40.68058379899]}",Residential Building/House,-73.95253848599785,MOBILE,BROOKLYN,Unspecified,2019-06-02T05:59:52.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,FULTON STREET,,,42844121,997414,187235
1590,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,2019-06-02T05:13:42.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-02T04:47:19.000,,,Loud Music/Party,2019-06-02T12:47:19.000,Precinct,,10034,WEST  207 STREET,SHERMAN AVENUE,,40.865797182404705,"{'type': 'Point', 'coordinates': [-73.919997456599, 40.865797182405]}",Street/Sidewalk,-73.91999745659871,PHONE,MANHATTAN,Unspecified,2019-06-02T05:13:42.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,,,,42848386,1006378,254721
1591,ADDRESS,NYPD,New York City Police Department,3064630143,BROOKLYN,,,,BROOKLYN,2019-06-02T07:33:42.000,11 BROOKLYN,Illegal Parking,2019-06-02T04:47:36.000,CROPSEY AVENUE,BELT PARKWAY,Blocked Hydrant,2019-06-02T12:47:36.000,Precinct,266 BAY 19 STREET,11214,,,,40.60157645978459,"{'type': 'Point', 'coordinates': [-74.007508367691, 40.601576459785]}",Street/Sidewalk,-74.0075083676906,MOBILE,BROOKLYN,Unspecified,2019-06-02T07:33:42.000,The Police Department issued a summons in response to the complaint.,,Closed,BAY 19 STREET,,,42849638,982165,158447
1592,ADDRESS,NYPD,New York City Police Department,3061070029,BROOKLYN,,,,BROOKLYN,2019-06-02T05:22:58.000,10 BROOKLYN,Noise - Residential,2019-06-02T04:48:33.000,3 AVENUE,4 AVENUE,Banging/Pounding,2019-06-02T12:48:33.000,Precinct,364 93 STREET,11209,,,,40.61806038085539,"{'type': 'Point', 'coordinates': [-74.031463687959, 40.618060380855]}",Residential Building/House,-74.03146368795856,MOBILE,BROOKLYN,Unspecified,2019-06-02T05:22:58.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,93 STREET,,,42849136,975515,164454
1593,ADDRESS,NYPD,New York City Police Department,,BRONX,,,,BRONX,2019-06-02T07:24:35.000,01 BRONX,Noise - Residential,2019-06-02T04:48:56.000,WALES AVENUE,TINTON AVENUE,Loud Music/Party,2019-06-02T12:48:56.000,Precinct,786E EAST 149 STREET,10455,,,,40.812762241043465,"{'type': 'Point', 'coordinates': [-73.906835611409, 40.812762241043]}",Residential Building/House,-73.90683561140932,ONLINE,BRONX,Unspecified,2019-06-02T07:24:35.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 149 STREET,,,42848879,1010039,235402
1594,ADDRESS,NYPD,New York City Police Department,3011480001,BROOKLYN,,,,BROOKLYN,2019-06-02T06:33:27.000,08 BROOKLYN,Noise - Street/Sidewalk,2019-06-02T04:49:05.000,BERGEN STREET,ST MARKS AVENUE,Loud Talking,2019-06-02T12:49:05.000,Precinct,601 GRAND AVENUE,11238,,,,40.67741725894277,"{'type': 'Point', 'coordinates': [-73.962487572457, 40.677417258943]}",Street/Sidewalk,-73.96248757245695,MOBILE,BROOKLYN,Unspecified,2019-06-02T06:33:27.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GRAND AVENUE,,,42846743,994655,186080
1595,ADDRESS,NYPD,New York City Police Department,1020160050,MANHATTAN,,,,NEW YORK,2019-06-02T06:20:17.000,10 MANHATTAN,Noise - Vehicle,2019-06-02T04:49:25.000,WEST 147 STREET,WEST 148 STREET,Car/Truck Music,2019-06-02T12:49:25.000,Precinct,2541 7 AVENUE,10039,,,,40.82302378752941,"{'type': 'Point', 'coordinates': [-73.938049448599, 40.823023787529]}",Street/Sidewalk,-73.93804944859909,PHONE,MANHATTAN,Unspecified,2019-06-02T06:20:17.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,7 AVENUE,,,42844213,1001396,239133
1596,ADDRESS,HPD,Department of Housing Preservation and Development,1004180040,MANHATTAN,,,,NEW YORK,2019-06-04T02:11:27.000,03 MANHATTAN,HEAT/HOT WATER,2019-06-02T04:50:18.000,,,ENTIRE BUILDING,,N/A,299 BROOME STREET,10002,,,,40.71869067582821,"{'type': 'Point', 'coordinates': [-73.992124907419, 40.718690675828]}",RESIDENTIAL BUILDING,-73.99212490741853,MOBILE,MANHATTAN,Unspecified,2019-06-04T02:11:27.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,BROOME STREET,,,42873327,986433,201115
1597,ADDRESS,HPD,Department of Housing Preservation and Development,1004180040,MANHATTAN,,,,NEW YORK,2019-06-04T02:11:27.000,03 MANHATTAN,HEAT/HOT WATER,2019-06-02T04:50:18.000,,,ENTIRE BUILDING,,N/A,299 BROOME STREET,10002,,,,40.71869067582821,"{'type': 'Point', 'coordinates': [-73.992124907419, 40.718690675828]}",RESIDENTIAL BUILDING,-73.99212490741853,MOBILE,MANHATTAN,Unspecified,2019-06-04T02:11:27.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,BROOME STREET,,,42867800,986433,201115
1598,ADDRESS,HPD,Department of Housing Preservation and Development,1004180040,MANHATTAN,,,,NEW YORK,2019-06-04T02:11:27.000,03 MANHATTAN,HEAT/HOT WATER,2019-06-02T04:50:23.000,,,ENTIRE BUILDING,,N/A,299 BROOME STREET,10002,,,,40.71869067582821,"{'type': 'Point', 'coordinates': [-73.992124907419, 40.718690675828]}",RESIDENTIAL BUILDING,-73.99212490741853,MOBILE,MANHATTAN,Unspecified,2019-06-04T02:11:27.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,BROOME STREET,,,42867803,986433,201115
1599,ADDRESS,NYPD,New York City Police Department,3038880003,BROOKLYN,,,,BROOKLYN,2019-06-02T05:37:19.000,05 BROOKLYN,Illegal Parking,2019-06-02T04:51:28.000,BEND,BEND,Posted Parking Sign Violation,2019-06-02T12:51:28.000,Precinct,15 BARBEY STREET,11207,,,,40.68311064165563,"{'type': 'Point', 'coordinates': [-73.890550241831, 40.683110641656]}",Street/Sidewalk,-73.89055024183077,MOBILE,BROOKLYN,Unspecified,2019-06-02T05:37:19.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,BARBEY STREET,,,42848849,1014606,188171
1600,BLOCKFACE,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-06-02T17:41:04.000,15 BROOKLYN,Illegal Parking,2019-06-02T04:52:54.000,EAST 21 STREET,EAST 22 STREET,Blocked Hydrant,2019-06-02T12:52:54.000,Precinct,AVENUE W,11229,,,,40.595035538857644,"{'type': 'Point', 'coordinates': [-73.949056121756, 40.595035538858]}",Street/Sidewalk,-73.94905612175577,PHONE,BROOKLYN,Unspecified,2019-06-02T17:41:04.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,AVENUE W,,,42847968,998398,156068
1601,ADDRESS,NYPD,New York City Police Department,4020150024,QUEENS,,,,CORONA,2019-06-02T10:09:25.000,04 QUEENS,Blocked Driveway,2019-06-02T04:52:55.000,111 STREET,114 STREET,No Access,2019-06-02T12:52:55.000,Precinct,111-56 42 AVENUE,11368,,,,40.75038066397762,"{'type': 'Point', 'coordinates': [-73.854589701534, 40.750380663978]}",Street/Sidewalk,-73.85458970153412,PHONE,QUEENS,Unspecified,2019-06-02T10:09:25.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,42 AVENUE,,,42846433,1024539,212694
1602,ADDRESS,DEP,Department of Environmental Protection,1010480020,MANHATTAN,,,,NEW YORK,,04 MANHATTAN,Noise,2019-06-02T04:53:00.000,8 AVE,9 AVE,Noise: Jack Hammering (NC2),,N/A,330 WEST   58 STREET,10019,,,,40.767823524357425,"{'type': 'Point', 'coordinates': [-73.983407866591, 40.767823524357]}",,-73.9834078665908,ONLINE,MANHATTAN,Unspecified,,,,Open,WEST   58 STREET,,,42845322,988846,219016
1603,ADDRESS,NYPD,New York City Police Department,2025110068,BRONX,,,,BRONX,2019-06-02T17:47:13.000,04 BRONX,Noise - Residential,2019-06-02T04:53:23.000,WEST 162 STREET,WEST 163 STREET,Loud Music/Party,2019-06-02T12:53:23.000,Precinct,963 WOODYCREST AVENUE,10452,,,,40.831669762919574,"{'type': 'Point', 'coordinates': [-73.928754471984, 40.83166976292]}",Residential Building/House,-73.9287544719845,PHONE,BRONX,Unspecified,2019-06-02T17:47:13.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,WOODYCREST AVENUE,,,42846635,1003966,242285
1604,ADDRESS,NYPD,New York City Police Department,3011470027,BROOKLYN,,,,BROOKLYN,2019-06-02T06:32:26.000,08 BROOKLYN,Noise - Street/Sidewalk,2019-06-02T04:53:55.000,BERGEN STREET,ST MARKS AVENUE,Loud Talking,2019-06-02T12:53:55.000,Precinct,600 GRAND AVENUE,11238,,,,40.67777404421765,"{'type': 'Point', 'coordinates': [-73.962379214257, 40.677774044218]}",Street/Sidewalk,-73.96237921425698,MOBILE,BROOKLYN,Unspecified,2019-06-02T06:32:26.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GRAND AVENUE,,,42845060,994685,186210
1605,ADDRESS,DEP,Department of Environmental Protection,1010480020,MANHATTAN,,,,NEW YORK,,04 MANHATTAN,Noise,2019-06-02T04:54:00.000,8 AVE,9 AVE,Noise: Jack Hammering (NC2),,N/A,330 WEST   58 STREET,10019,,,,40.767823524357425,"{'type': 'Point', 'coordinates': [-73.983407866591, 40.767823524357]}",,-73.9834078665908,ONLINE,MANHATTAN,Unspecified,,,,Open,WEST   58 STREET,,,42845321,988846,219016
1606,ADDRESS,NYPD,New York City Police Department,1019370031,MANHATTAN,,,,NEW YORK,2019-06-02T06:20:14.000,10 MANHATTAN,Noise - Residential,2019-06-02T04:54:14.000,WEST 131 STREET,WEST 132 STREET,Loud Music/Party,2019-06-02T12:54:14.000,Precinct,2228 ADAM CLAYTON POWELL BOULEVARD,10027,,,,40.81301201720302,"{'type': 'Point', 'coordinates': [-73.945392298697, 40.813012017203]}",Residential Building/House,-73.94539229869659,PHONE,MANHATTAN,Unspecified,2019-06-02T06:20:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ADAM CLAYTON POWELL BOULEVARD,,,42846347,999366,235484
1607,ADDRESS,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-06-02T05:34:14.000,01 BROOKLYN,Noise - Commercial,2019-06-02T04:54:16.000,BEND,CATHERINE STREET,Loud Talking,2019-06-02T12:54:16.000,Precinct,285 POWERS STREET,11211,,,,40.71321506227434,"{'type': 'Point', 'coordinates': [-73.938263331088, 40.713215062274]}",Store/Commercial,-73.93826333108797,MOBILE,BROOKLYN,Unspecified,2019-06-02T05:34:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,POWERS STREET,,,42846589,1001365,199126
1608,ADDRESS,NYPD,New York City Police Department,2031000065,BRONX,,,,BRONX,2019-06-02T10:17:32.000,06 BRONX,Noise - Street/Sidewalk,2019-06-02T04:55:53.000,CROTONA AVENUE,PROSPECT AVENUE,Loud Music/Party,2019-06-02T12:55:53.000,Precinct,725 GARDEN STREET,10457,,,,40.85049353189587,"{'type': 'Point', 'coordinates': [-73.885192673307, 40.850493531896]}",Street/Sidewalk,-73.88519267330744,PHONE,BRONX,Unspecified,2019-06-02T10:17:32.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GARDEN STREET,,,42844142,1016012,249156
1609,ADDRESS,DEP,Department of Environmental Protection,1010480041,MANHATTAN,,,,NEW YORK,,04 MANHATTAN,Noise,2019-06-02T04:56:00.000,8 AVE,9 AVE,Noise: Construction Before/After Hours (NM1),,N/A,314 WEST   58 STREET,10019,,,,40.76768624008378,"{'type': 'Point', 'coordinates': [-73.98308299023, 40.767686240084]}",,-73.98308299023,ONLINE,MANHATTAN,Unspecified,,,,Open,WEST   58 STREET,,,42843609,988936,218966
1610,ADDRESS,NYPD,New York City Police Department,2026970010,BRONX,,,,BRONX,2019-06-02T10:03:20.000,02 BRONX,Noise - Street/Sidewalk,2019-06-02T04:56:50.000,DAWSON STREET,EAST 163 STREET,Loud Talking,2019-06-02T12:56:50.000,Precinct,894 ROGERS PLACE,10459,,,,40.8205633721111,"{'type': 'Point', 'coordinates': [-73.897860866308, 40.820563372111]}",Street/Sidewalk,-73.89786086630836,PHONE,BRONX,Unspecified,2019-06-02T10:03:20.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ROGERS PLACE,,,42844192,1012520,238247
1611,ADDRESS,NYPD,New York City Police Department,2023240001,BRONX,,,,BRONX,2019-06-02T13:04:05.000,01 BRONX,Noise - Residential,2019-06-02T04:58:07.000,COLLEGE AVENUE,3 AVENUE,Banging/Pounding,2019-06-02T12:58:07.000,Precinct,328 EAST 145 STREET,10451,,,,40.8148099628792,"{'type': 'Point', 'coordinates': [-73.921825347173, 40.814809962879]}",Residential Building/House,-73.92182534717347,PHONE,BRONX,Unspecified,2019-06-02T13:04:05.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST 145 STREET,,,42849951,1005889,236144
1612,ADDRESS,NYPD,New York City Police Department,4004650001,QUEENS,,,,LONG ISLAND CITY,2019-06-02T06:20:20.000,01 QUEENS,Noise - Street/Sidewalk,2019-06-02T04:58:46.000,41 AVENUE,41 ROAD,Loud Music/Party,2019-06-02T12:58:46.000,Precinct,41-07 12 STREET,11101,,,,40.75470775395675,"{'type': 'Point', 'coordinates': [-73.94410461225, 40.754707753957]}",Street/Sidewalk,-73.94410461224979,MOBILE,QUEENS,Unspecified,2019-06-02T06:20:20.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,12 STREET,,,42844175,999736,214242
1613,ADDRESS,NYPD,New York City Police Department,3011480005,BROOKLYN,,,,BROOKLYN,2019-06-02T06:32:26.000,08 BROOKLYN,Noise - Street/Sidewalk,2019-06-02T04:58:50.000,BERGEN STREET,ST MARKS AVENUE,Loud Talking,2019-06-02T12:58:50.000,Precinct,579 GRAND AVENUE,11238,,,,40.67790028138888,"{'type': 'Point', 'coordinates': [-73.962310643157, 40.677900281389]}",Street/Sidewalk,-73.96231064315727,MOBILE,BROOKLYN,Unspecified,2019-06-02T06:32:26.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GRAND AVENUE,,,42846744,994704,186256
1614,ADDRESS,NYPD,New York City Police Department,4067520128,QUEENS,,,,FRESH MEADOWS,2019-06-02T08:06:17.000,08 QUEENS,Illegal Parking,2019-06-02T04:58:58.000,LONG ISLAND EXPRESSWAY,65 AVENUE,Blocked Hydrant,2019-06-02T12:58:58.000,Precinct,61-26 159 STREET,11365,,,,40.738092425826984,"{'type': 'Point', 'coordinates': [-73.809445059373, 40.738092425827]}",Street/Sidewalk,-73.8094450593728,MOBILE,QUEENS,Unspecified,2019-06-02T08:06:17.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,159 STREET,,,42847971,1037057,208241
1615,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,,04 MANHATTAN,Noise,2019-06-02T04:59:00.000,,,Noise: Construction Before/After Hours (NM1),,N/A,,10019,WEST 58 STREET,8 AVENUE,,40.767392445116776,"{'type': 'Point', 'coordinates': [-73.98236465467, 40.767392445117]}",,-73.98236465466958,PHONE,MANHATTAN,Unspecified,,,,Open,,,,42844445,989135,218859
1616,ADDRESS,NYPD,New York City Police Department,2031430285,BRONX,,,,BRONX,2019-06-02T08:00:06.000,05 BRONX,Noise - Street/Sidewalk,2019-06-02T05:00:47.000,EAST 183 STREET,EAST 184 STREET,Loud Music/Party,2019-06-02T13:00:47.000,Precinct,2332 TIEBOUT AVENUE,10458,,,,40.85740740404417,"{'type': 'Point', 'coordinates': [-73.896770397046, 40.857407404044]}",Street/Sidewalk,-73.89677039704577,ONLINE,BRONX,Unspecified,2019-06-02T08:00:06.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,TIEBOUT AVENUE,,,42850066,1012806,251671
