,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
77,ADDRESS,NYPD,New York City Police Department,3019270040,BROOKLYN,BROOKLYN,,03 BROOKLYN,Noise - Residential,2019-06-08T00:12:21.000,WILLOUGHBY AVENUE,DEKALB AVENUE,Loud Music/Party,2019-06-08T08:12:21.000,Precinct,194 SKILLMAN STREET,11205,,,40.692289132658786,"{'type': 'Point', 'coordinates': [-73.956666276438, 40.692289132659]}",Residential Building/House,-73.95666627643816,MOBILE,BROOKLYN,Unspecified,2019-06-08T00:50:45.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,SKILLMAN STREET,,,42895438,996267,191499
78,ADDRESS,NYPD,New York City Police Department,4035620027,QUEENS,RIDGEWOOD,,05 QUEENS,Noise - Residential,2019-06-08T00:12:22.000,WEIRFIELD STREET,CENTRE STREET,Loud Music/Party,2019-06-08T08:12:22.000,Precinct,954 SENECA AVENUE,11385,,,40.69990866578479,"{'type': 'Point', 'coordinates': [-73.902806231503, 40.699908665785]}",Residential Building/House,-73.90280623150346,ONLINE,QUEENS,Unspecified,2019-06-08T01:12:32.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,SENECA AVENUE,,,42899899,1011200,194287
79,ADDRESS,NYPD,New York City Police Department,1021680001,MANHATTAN,NEW YORK,2019-06-08T01:43:31.000,12 MANHATTAN,Noise - Residential,2019-06-08T00:12:23.000,WEST 187 STREET,WEST 188 STREET,Banging/Pounding,2019-06-08T08:12:23.000,Precinct,281 WADSWORTH AVENUE,10040,,,40.853720032118034,"{'type': 'Point', 'coordinates': [-73.932114294292, 40.853720032118]}",Residential Building/House,-73.9321142942917,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:43:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WADSWORTH AVENUE,,,42896853,1003030,250318
80,ADDRESS,NYPD,New York City Police Department,3081800113,BROOKLYN,BROOKLYN,2019-06-08T02:19:01.000,18 BROOKLYN,Noise - Commercial,2019-06-08T00:12:25.000,CONKLIN AVENUE,FLATLANDS AVENUE,Loud Music/Party,2019-06-08T08:12:25.000,Precinct,1153 EAST 92 STREET,11236,,,40.64140552538609,"{'type': 'Point', 'coordinates': [-73.904959733983, 40.641405525386]}",Store/Commercial,-73.90495973398278,MOBILE,BROOKLYN,Unspecified,2019-06-08T01:29:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 92 STREET,,,42898413,1010626,172972
81,ADDRESS,NYPD,New York City Police Department,3010220071,BROOKLYN,BROOKLYN,,06 BROOKLYN,Noise - Residential,2019-06-08T00:12:35.000,4 AVENUE,5 AVENUE,Loud Music/Party,2019-06-08T08:12:35.000,Precinct,249 12 STREET,11215,,,40.667994549220545,"{'type': 'Point', 'coordinates': [-73.989056065555, 40.667994549221]}",Residential Building/House,-73.98905606555468,PHONE,BROOKLYN,Unspecified,2019-06-08T00:22:55.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,12 STREET,,,42899904,987286,182645
82,ADDRESS,NYPD,New York City Police Department,1016730006,MANHATTAN,NEW YORK,2019-06-08T00:41:27.000,11 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:12:36.000,2 AVENUE,1 AVENUE,Loud Music/Party,2019-06-08T08:12:36.000,Precinct,347 EAST 101 STREET,10029,,,40.78696644618486,"{'type': 'Point', 'coordinates': [-73.943622523801, 40.786966446185]}",Street/Sidewalk,-73.94362252380105,ONLINE,MANHATTAN,Unspecified,2019-06-08T00:41:27.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST 101 STREET,,,42899947,999862,225995
83,ADDRESS,NYPD,New York City Police Department,2028780083,BRONX,BRONX,,05 BRONX,Noise - Street/Sidewalk,2019-06-08T00:12:39.000,TENNEY PLACE,WEST 176 STREET,Loud Music/Party,2019-06-08T08:12:39.000,Precinct,1660 ANDREWS AVENUE SOUTH,10453,,,40.84855984187605,"{'type': 'Point', 'coordinates': [-73.919118175933, 40.848559841876]}",Street/Sidewalk,-73.91911817593288,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,ANDREWS AVENUE SOUTH,,,42905488,1006627,248441
84,ADDRESS,NYPD,New York City Police Department,3019410046,BROOKLYN,BROOKLYN,,03 BROOKLYN,Noise - Residential,2019-06-08T00:13:17.000,FRANKLIN AVENUE,SKILLMAN STREET,Loud Music/Party,2019-06-08T08:13:17.000,Precinct,461 LAFAYETTE AVENUE,11205,,,40.68929999733279,"{'type': 'Point', 'coordinates': [-73.956451866626, 40.689299997333]}",Residential Building/House,-73.95645186662576,MOBILE,BROOKLYN,Unspecified,2019-06-08T01:39:21.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,LAFAYETTE AVENUE,,,42901309,996327,190410
85,ADDRESS,NYPD,New York City Police Department,1020650014,MANHATTAN,NEW YORK,,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:13:26.000,WEST 150 STREET,WEST 151 STREET,Loud Music/Party,2019-06-08T08:13:26.000,Precinct,460 CONVENT AVENUE,10031,,,40.827901342916874,"{'type': 'Point', 'coordinates': [-73.943786576349, 40.827901342917]}",Street/Sidewalk,-73.94378657634905,PHONE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,CONVENT AVENUE,,,42905495,999807,240909
86,ADDRESS,NYPD,New York City Police Department,3033040014,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:13:26.000,BLEECKER STREET,MENAHAN STREET,Loud Music/Party,2019-06-08T08:13:26.000,Precinct,412 EVERGREEN AVENUE,11221,,,40.69326736609261,"{'type': 'Point', 'coordinates': [-73.92223109942, 40.693267366093]}",Street/Sidewalk,-73.92223109941975,MOBILE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,EVERGREEN AVENUE,,,42898210,1005816,191862
87,ADDRESS,NYPD,New York City Police Department,2028590030,BRONX,BRONX,2019-06-08T02:35:33.000,04 BRONX,Noise - Commercial,2019-06-08T00:13:27.000,GOBLE PLACE,WEST MT EDEN AVENUE,Loud Music/Party,2019-06-08T08:13:27.000,Precinct,1550A INWOOD AVENUE,10452,,,40.844081256763324,"{'type': 'Point', 'coordinates': [-73.916358708725, 40.844081256763]}",Store/Commercial,-73.91635870872518,MOBILE,BRONX,Unspecified,2019-06-08T02:35:20.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,INWOOD AVENUE,,,42902718,1007392,246810
88,ADDRESS,NYPD,New York City Police Department,4023790049,QUEENS,MASPETH,2019-06-08T01:34:09.000,05 QUEENS,Blocked Driveway,2019-06-08T00:13:46.000,65 PLACE,BORDEN AVENUE,No Access,2019-06-08T08:13:46.000,Precinct,55-33 HAMILTON PLACE,11378,,,40.72632757694334,"{'type': 'Point', 'coordinates': [-73.900256616676, 40.726327576943]}",Street/Sidewalk,-73.90025661667609,PHONE,QUEENS,Unspecified,2019-06-08T01:34:09.000,The Police Department issued a summons in response to the complaint.,Closed,HAMILTON PLACE,,,42903858,1011896,203913
89,ADDRESS,NYPD,New York City Police Department,1022150470,MANHATTAN,NEW YORK,2019-06-08T01:06:13.000,08 BRONX,Noise - Street/Sidewalk,2019-06-08T00:13:52.000,WEST 225 STREET,FT CHARLES PLACE,Loud Music/Party,2019-06-08T08:13:52.000,Precinct,2 JACOBUS PLACE,10463,,,40.87513166292766,"{'type': 'Point', 'coordinates': [-73.912135992022, 40.875131662928]}",Street/Sidewalk,-73.91213599202237,MOBILE,MANHATTAN,Unspecified,2019-06-08T01:06:13.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,JACOBUS PLACE,,,42898533,1008549,258124
90,ADDRESS,NYPD,New York City Police Department,3051077501,BROOKLYN,BROOKLYN,,17 BROOKLYN,Noise - Vehicle,2019-06-08T00:13:56.000,ERASMUS STREET,SNYDER AVENUE,Engine Idling,2019-06-08T08:13:56.000,Precinct,45 LOTT STREET,11226,,,40.64925828667028,"{'type': 'Point', 'coordinates': [-73.954128383654, 40.64925828667]}",Street/Sidewalk,-73.95412838365428,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,LOTT STREET,,,42903488,996979,175822
91,ADDRESS,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2019-06-08T01:11:29.000,07 MANHATTAN,Noise - Residential,2019-06-08T00:13:56.000,AMSTERDAM AVENUE,BROADWAY,Banging/Pounding,2019-06-08T08:13:56.000,Precinct,209 WEST WEST 97 STREET,10025,,,40.79485374425215,"{'type': 'Point', 'coordinates': [-73.970135757103, 40.794853744252]}",Residential Building/House,-73.97013575710336,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:11:29.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 97 STREET,,,42895373,992519,228865
92,ADDRESS,NYPD,New York City Police Department,3004270052,BROOKLYN,BROOKLYN,2019-06-08T02:20:02.000,06 BROOKLYN,Noise - Commercial,2019-06-08T00:14:01.000,3 AVENUE,4 AVENUE,Loud Music/Party,2019-06-08T08:14:01.000,Precinct,635 SACKETT STREET,11217,,,40.678404820852634,"{'type': 'Point', 'coordinates': [-73.983505824779, 40.678404820853]}",Club/Bar/Restaurant,-73.98350582477859,PHONE,BROOKLYN,Unspecified,2019-06-08T00:19:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,SACKETT STREET,,,42898401,988825,186438
93,ADDRESS,NYPD,New York City Police Department,3053940045,BROOKLYN,BROOKLYN,,12 BROOKLYN,Noise - Residential,2019-06-08T00:14:05.000,DITMAS AVENUE,AVENUE F,Loud Music/Party,2019-06-08T08:14:05.000,Precinct,846 MCDONALD AVENUE,11218,,,40.633688617637304,"{'type': 'Point', 'coordinates': [-73.977716258615, 40.633688617637]}",Residential Building/House,-73.97771625861496,ONLINE,BROOKLYN,Unspecified,2019-06-08T00:41:27.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,MCDONALD AVENUE,,,42895434,990435,170147
94,ADDRESS,NYPD,New York City Police Department,1021530068,MANHATTAN,NEW YORK,2019-06-08T01:44:32.000,12 MANHATTAN,Noise - Commercial,2019-06-08T00:14:14.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,2019-06-08T08:14:14.000,Precinct,554 WEST 181 STREET,10033,,,40.84895292564862,"{'type': 'Point', 'coordinates': [-73.932874596026, 40.848952925649]}",Store/Commercial,-73.93287459602605,MOBILE,MANHATTAN,Unspecified,2019-06-08T01:44:32.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 181 STREET,,,42899829,1002821,248581
95,ADDRESS,NYPD,New York City Police Department,1020880038,MANHATTAN,NEW YORK,,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:15:09.000,BROADWAY,RIVERSIDE DRIVE,Loud Music/Party,2019-06-08T08:15:09.000,Precinct,602 WEST 141 STREET,10031,,,40.82405726366155,"{'type': 'Point', 'coordinates': [-73.952728821668, 40.824057263662]}",Street/Sidewalk,-73.95272882166813,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,WEST 141 STREET,,,42904042,997333,239507
96,ADDRESS,NYPD,New York City Police Department,4011650016,QUEENS,EAST ELMHURST,2019-06-08T02:28:14.000,03 QUEENS,Illegal Parking,2019-06-08T00:15:41.000,32 AVENUE,NORTHERN BOULEVARD,Blocked Sidewalk,2019-06-08T08:15:41.000,Precinct,32-20 70 STREET,11370,,,40.755888270046405,"{'type': 'Point', 'coordinates': [-73.896805003337, 40.755888270046]}",Street/Sidewalk,-73.89680500333687,MOBILE,QUEENS,Unspecified,2019-06-08T00:30:08.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,70 STREET,,,42899276,1012840,214684
97,ADDRESS,NYPD,New York City Police Department,3039500008,BROOKLYN,BROOKLYN,2019-06-08T00:29:06.000,05 BROOKLYN,Noise - Residential,2019-06-08T00:15:52.000,FULTON STREET,ATLANTIC AVENUE,Loud Music/Party,2019-06-08T08:15:52.000,Precinct,209 BARBEY STREET,11207,,,40.67791038654513,"{'type': 'Point', 'coordinates': [-73.888828251403, 40.677910386545]}",Residential Building/House,-73.88882825140332,ONLINE,BROOKLYN,Unspecified,2019-06-08T00:29:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,BARBEY STREET,,,42900816,1015086,186277
98,ADDRESS,NYPD,New York City Police Department,2022720022,BRONX,BRONX,,01 BRONX,Noise - Street/Sidewalk,2019-06-08T00:16:00.000,BROOK AVENUE,ST ANNS AVENUE,Loud Music/Party,2019-06-08T08:16:00.000,Precinct,545 EAST 145 STREET,10454,,,40.811843599853255,"{'type': 'Point', 'coordinates': [-73.915030079946, 40.811843599853]}",Street/Sidewalk,-73.9150300799465,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,EAST 145 STREET,,,42905497,1007771,235065
99,ADDRESS,NYPD,New York City Police Department,4006760040,QUEENS,ASTORIA,,01 QUEENS,Noise - Commercial,2019-06-08T00:16:02.000,BROADWAY,34 AVENUE,Loud Music/Party,2019-06-08T08:16:02.000,Precinct,32-17 STEINWAY STREET,11103,,,40.758505545119704,"{'type': 'Point', 'coordinates': [-73.919364693789, 40.75850554512]}",Club/Bar/Restaurant,-73.91936469378898,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,STEINWAY STREET,,,42902517,1006589,215631
100,ADDRESS,NYPD,New York City Police Department,5042870055,STATEN ISLAND,STATEN ISLAND,,03 STATEN ISLAND,Noise - Residential,2019-06-08T00:16:04.000,ISABELLA AVENUE,GUYON AVENUE,Loud Music/Party,2019-06-08T08:16:04.000,Precinct,51 TARRING STREET,10306,,,40.563918818231066,"{'type': 'Point', 'coordinates': [-74.124824223579, 40.563918818231]}",Residential Building/House,-74.12482422357907,MOBILE,STATEN ISLAND,Unspecified,2019-06-08T00:45:34.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,TARRING STREET,,,42901308,949568,144752
101,ADDRESS,NYPD,New York City Police Department,3060340007,BROOKLYN,BROOKLYN,,10 BROOKLYN,Illegal Parking,2019-06-08T00:16:21.000,3 AVENUE,4 AVENUE,Blocked Hydrant,2019-06-08T08:16:21.000,Precinct,310 85 STREET,11209,,,40.62417613964197,"{'type': 'Point', 'coordinates': [-74.030108483081, 40.624176139642]}",Street/Sidewalk,-74.03010848308088,PHONE,BROOKLYN,Unspecified,2019-06-08T01:42:28.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,85 STREET,,,42900764,975892,166682
102,ADDRESS,NYPD,New York City Police Department,1021660023,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:16:25.000,WEST 184 STREET,WEST 185 STREET,Loud Music/Party,2019-06-08T08:16:25.000,Precinct,1491 ST NICHOLAS AVENUE,10033,,,40.85150507457525,"{'type': 'Point', 'coordinates': [-73.932145472247, 40.851505074575]}",Street/Sidewalk,-73.93214547224673,MOBILE,MANHATTAN,Unspecified,2019-06-08T00:50:46.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,ST NICHOLAS AVENUE,,,42901052,1003022,249511
103,ADDRESS,NYPD,New York City Police Department,1016310063,MANHATTAN,NEW YORK,2019-06-08T02:37:37.000,11 MANHATTAN,Noise - Vehicle,2019-06-08T00:16:35.000,PARK AVENUE,LEXINGTON AVENUE,Car/Truck Music,2019-06-08T08:16:35.000,Precinct,122 EAST 104 STREET,10029,,,40.79127226044656,"{'type': 'Point', 'coordinates': [-73.948035616038, 40.791272260447]}",Street/Sidewalk,-73.94803561603791,MOBILE,MANHATTAN,Unspecified,2019-06-08T02:01:23.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 104 STREET,,,42897006,998639,227563
104,ADDRESS,NYPD,New York City Police Department,3034190009,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:16:39.000,ELDERT STREET,COVERT STREET,Loud Music/Party,2019-06-08T08:16:39.000,Precinct,809 KNICKERBOCKER AVENUE,11207,,,40.69246297281571,"{'type': 'Point', 'coordinates': [-73.907180401441, 40.692462972816]}",Street/Sidewalk,-73.90718040144085,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,KNICKERBOCKER AVENUE,,,42895144,1009990,191573
105,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,BROOKLYN,,14 BROOKLYN,Noise - Vehicle,2019-06-08T00:16:52.000,,,Car/Truck Music,2019-06-08T08:16:52.000,Precinct,,11230,AVENUE H,EAST   16 STREET,40.63005842148075,"{'type': 'Point', 'coordinates': [-73.961368542193, 40.630058421481]}",Street/Sidewalk,-73.96136854219347,PHONE,BROOKLYN,Unspecified,2019-06-08T01:31:02.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,,,,42895161,994973,168826
106,ADDRESS,DSNY,Department of Sanitation,1011687502,MANHATTAN,NEW YORK,,07 MANHATTAN,Request Large Bulky Item Collection,2019-06-08T00:17:00.000,BROADWAY,WEST END AVENUE,Request Large Bulky Item Collection,,N/A,264 WEST   77 STREET,10024,,,40.782740877146864,"{'type': 'Point', 'coordinates': [-73.981468688918, 40.782740877147]}",Sidewalk,-73.98146868891807,PHONE,MANHATTAN,Unspecified,2019-06-11T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Assigned,WEST   77 STREET,,,42898922,989382,224451
107,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,BROOKLYN,,09 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:17:04.000,,,Loud Music/Party,2019-06-08T08:17:04.000,Precinct,,11226,CLARKSON AVENUE,BEDFORD AVENUE,40.65504787921595,"{'type': 'Point', 'coordinates': [-73.956301232285, 40.655047879216]}",Street/Sidewalk,-73.95630123228489,PHONE,BROOKLYN,Unspecified,2019-06-08T00:24:58.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,,,,42904030,996375,177931
108,ADDRESS,NYPD,New York City Police Department,2031680006,BRONX,BRONX,,07 BRONX,Noise - Residential,2019-06-08T00:17:06.000,EAST 192 STREET,EAST 193 STREET,Loud Music/Party,2019-06-08T08:17:06.000,Precinct,2592 CRESTON AVENUE,10468,,,40.86505393828525,"{'type': 'Point', 'coordinates': [-73.896545218391, 40.865053938285]}",Residential Building/House,-73.89654521839101,MOBILE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,CRESTON AVENUE,,,42902801,1012865,254457
109,INTERSECTION,NYPD,New York City Police Department,,BRONX,BRONX,,01 BRONX,Noise - Street/Sidewalk,2019-06-08T00:17:11.000,,,Loud Music/Party,2019-06-08T08:17:11.000,Precinct,,10454,EAST  135 STREET,WILLOW AVENUE,40.80231220723257,"{'type': 'Point', 'coordinates': [-73.912745016767, 40.802312207233]}",Street/Sidewalk,-73.91274501676682,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,,,,42902530,1008407,231593
110,ADDRESS,NYPD,New York City Police Department,2024880041,BRONX,BRONX,2019-06-08T02:36:34.000,04 BRONX,Noise - Street/Sidewalk,2019-06-08T00:17:16.000,MCCLELLAN STREET,EAST 167 STREET,Loud Music/Party,2019-06-08T08:17:16.000,Precinct,1165 GERARD AVENUE,10452,,,40.83453007332443,"{'type': 'Point', 'coordinates': [-73.920826464797, 40.834530073324]}",Street/Sidewalk,-73.92082646479665,ONLINE,BRONX,Unspecified,2019-06-08T02:36:14.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,GERARD AVENUE,,,42895504,1006159,243329
111,ADDRESS,NYPD,New York City Police Department,1003730021,MANHATTAN,NEW YORK,2019-06-08T01:57:03.000,03 MANHATTAN,Noise - Residential,2019-06-08T00:17:17.000,AVENUE C,AVENUE D,Loud Music/Party,2019-06-08T08:17:17.000,Precinct,336 EAST 4 STREET,10009,,,40.72172471042355,"{'type': 'Point', 'coordinates': [-73.978873732484, 40.721724710424]}",Residential Building/House,-73.97887373248444,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:57:03.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 4 STREET,,,42902249,990106,202221
112,ADDRESS,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,,05 MANHATTAN,Illegal Parking,2019-06-08T00:17:18.000,EAST 31 STREET,EAST 32 STREET,Posted Parking Sign Violation,2019-06-08T08:17:18.000,Precinct,300 5 AVENUE,10001,,,40.746631680534435,"{'type': 'Point', 'coordinates': [-73.985892511313, 40.746631680534]}",Street/Sidewalk,-73.98589251131283,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:23:55.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,5 AVENUE,,,42905199,988159,211295
113,ADDRESS,NYPD,New York City Police Department,3033750029,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Residential,2019-06-08T00:17:26.000,EVERGREEN AVENUE,CENTRAL AVENUE,Loud Music/Party,2019-06-08T08:17:26.000,Precinct,1248 PUTNAM AVENUE,11221,,,40.6917335346679,"{'type': 'Point', 'coordinates': [-73.915161509807, 40.691733534668]}",Residential Building/House,-73.91516150980694,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,PUTNAM AVENUE,,,42905771,1007777,191305
114,ADDRESS,NYPD,New York City Police Department,1010370034,MANHATTAN,NEW YORK,2019-06-08T00:51:47.000,04 MANHATTAN,Noise - Residential,2019-06-08T00:17:28.000,8 AVENUE,9 AVENUE,Loud Talking,2019-06-08T08:17:28.000,Precinct,305 WEST 46 STREET,10036,,,40.760012601736726,"{'type': 'Point', 'coordinates': [-73.98842729732, 40.760012601737]}",Residential Building/House,-73.9884272973201,ONLINE,MANHATTAN,Unspecified,2019-06-08T00:51:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 46 STREET,,,42905779,987456,216170
115,ADDRESS,NYPD,New York City Police Department,3027240024,BROOKLYN,BROOKLYN,2019-06-08T02:20:03.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:17:53.000,BQE WB ENTRANCE MEEKER AVE,BAYARD STREET,Loud Talking,2019-06-08T08:17:53.000,Precinct,477 GRAHAM AVENUE,11222,,,40.71985844950712,"{'type': 'Point', 'coordinates': [-73.945832984737, 40.719858449507]}",Street/Sidewalk,-73.94583298473681,MOBILE,BROOKLYN,Unspecified,2019-06-08T01:07:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,GRAHAM AVENUE,,,42899988,999265,201545
116,ADDRESS,NYPD,New York City Police Department,2027180035,BRONX,BRONX,2019-06-08T00:49:41.000,02 BRONX,Noise - Vehicle,2019-06-08T00:18:04.000,TIFFANY STREET,FOX STREET,Car/Truck Music,2019-06-08T08:18:04.000,Precinct,914 EAST 169 STREET,10459,,,40.82764164334538,"{'type': 'Point', 'coordinates': [-73.894417296831, 40.827641643345]}",Street/Sidewalk,-73.89441729683118,MOBILE,BRONX,Unspecified,2019-06-08T00:49:41.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 169 STREET,,,42905852,1013470,240827
117,ADDRESS,NYPD,New York City Police Department,4040850059,QUEENS,COLLEGE POINT,2019-06-08T01:40:23.000,07 QUEENS,Noise - Commercial,2019-06-08T00:18:14.000,14 ROAD,15 AVENUE,Loud Talking,2019-06-08T08:18:14.000,Precinct,14-21 COLLEGE POINT BOULEVARD,11356,,,40.784763592966144,"{'type': 'Point', 'coordinates': [-73.845772263512, 40.784763592966]}",Club/Bar/Restaurant,-73.84577226351178,ONLINE,QUEENS,Unspecified,2019-06-08T01:40:23.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,COLLEGE POINT BOULEVARD,,,42905686,1026960,225225
118,ADDRESS,NYPD,New York City Police Department,4098180082,QUEENS,JAMAICA,,12 QUEENS,Noise - Residential,2019-06-08T00:18:19.000,MERRICK BOULEVARD,168 STREET,Loud Talking,2019-06-08T08:18:19.000,Precinct,166-35 88 AVENUE,11432,,,40.7088616799438,"{'type': 'Point', 'coordinates': [-73.795623864406, 40.708861679944]}",Residential Building/House,-73.79562386440585,ONLINE,QUEENS,Unspecified,2019-06-08T00:25:59.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,88 AVENUE,,,42905401,1040912,197600
119,INTERSECTION,NYPD,New York City Police Department,,QUEENS,WOODSIDE,,02 QUEENS,Noise - Residential,2019-06-08T00:18:19.000,,,Loud Music/Party,2019-06-08T08:18:19.000,Precinct,,11377,BROADWAY,58 STREET,40.75184014036647,"{'type': 'Point', 'coordinates': [-73.903571420007, 40.751840140366]}",Residential Building/House,-73.90357142000677,PHONE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,,,,42895431,1010967,213207
120,ADDRESS,NYPD,New York City Police Department,1022150470,MANHATTAN,NEW YORK,2019-06-08T01:06:13.000,08 BRONX,Noise - Street/Sidewalk,2019-06-08T00:18:38.000,WEST 225 STREET,FT CHARLES PLACE,Loud Music/Party,2019-06-08T08:18:38.000,Precinct,2 JACOBUS PLACE,10463,,,40.87513166292766,"{'type': 'Point', 'coordinates': [-73.912135992022, 40.875131662928]}",Street/Sidewalk,-73.91213599202237,MOBILE,MANHATTAN,Unspecified,2019-06-08T01:06:13.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,JACOBUS PLACE,,,42904366,1008549,258124
